instrument,ref_price,ceiling_price,floor_price,latest_matched_price,latest_matched_quantity,ref_diff_abs,ref_diff_pct,total_matched_quantity,open_price,latest_estimated_matched_price,highest_price,lowest_price,average_price,open_interest,foreign_buy_quantity,foreign_sell_quantity,foreign_room,close_price,maturity_date,hidden_system_status,datetime_str,timestamp,bid_price_1,bid_quantity_1,ask_price_1,ask_quantity_1,bid_price_2,bid_quantity_2,ask_price_2,ask_quantity_2,bid_price_3,bid_quantity_3,ask_price_3,ask_quantity_3,bid_price_4,bid_quantity_4,ask_price_4,ask_quantity_4,bid_price_5,bid_quantity_5,ask_price_5,ask_quantity_5,bid_price_6,bid_quantity_6,ask_price_6,ask_quantity_6,bid_price_7,bid_quantity_7,ask_price_7,ask_quantity_7,bid_price_8,bid_quantity_8,ask_price_8,ask_quantity_8,bid_price_9,bid_quantity_9,ask_price_9,ask_quantity_9,bid_price_10,bid_quantity_10,ask_price_10,ask_quantity_10
HNXDS:VN30F1M,"{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ref_price', 'value': 1178, 'source': 'X2', 'last_updated_str': '10/04/2025 09:00:02', 'last_updated': 1744250402}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ceiling_price', 'value': 1260.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:00:02', 'last_updated': 1744250402}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'floor_price', 'value': 1095.6, 'source': 'X2', 'last_updated_str': '10/04/2025 09:00:02', 'last_updated': 1744250402}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'latest_matched_price', 'value': 1259.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'latest_matched_quantity', 'value': 2, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:30', 'last_updated': 1744250850}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ref_diff_abs', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ref_diff_pct', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'total_matched_quantity', 'value': 36683, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:30', 'last_updated': 1744250850}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'open_price', 'value': 1260.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:00:38', 'last_updated': 1744250438}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'latest_estimated_matched_price', 'value': 1259.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'highest_price', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'lowest_price', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'average_price', 'value': 125940940.4901453, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:30', 'last_updated': 1744250850}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'open_interest', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'foreign_buy_quantity', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'foreign_sell_quantity', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'foreign_room', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'close_price', 'value': 1259.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'maturity_date', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{""Open"":1260.4,""Close"":1259.4,""TradingDate"":""10/04/2025"",""Symbol"":""VN30F1M"",""Time"":""09:07:34"",""Exchange"":""DERIVATIVES"",""EstMatchedPrice"":1259.4}",10/04/2025 09:07:34,1744250854,"{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_1', 'value': 1259.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_1', 'value': 73, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_1', 'value': 1260, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_1', 'value': 3, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_2', 'value': 1259.3, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_2', 'value': 2, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_2', 'value': 1260.2, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_2', 'value': 35, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_3', 'value': 1259.2, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_3', 'value': 15, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_3', 'value': 1260.3, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_3', 'value': 80, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_4', 'value': 1259.1, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_4', 'value': 233, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_4', 'value': 1260.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:24', 'last_updated': 1744250844}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_4', 'value': 1788, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_5', 'value': 1259, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_5', 'value': 131, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_5', 'value': 1260.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:20', 'last_updated': 1744250840}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_5', 'value': 1400, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:23', 'last_updated': 1744250843}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_6', 'value': 1258.9, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_6', 'value': 21, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_6', 'value': 1260.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:06:03', 'last_updated': 1744250763}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_6', 'value': 997, 'source': 'X2', 'last_updated_str': '10/04/2025 09:06:36', 'last_updated': 1744250796}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_7', 'value': 1258.8, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_7', 'value': 52, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_7', 'value': 1259.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_7', 'value': 8, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_8', 'value': 1258.6, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_8', 'value': 36, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_8', 'value': 1259.5, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_8', 'value': 4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_9', 'value': 1258.5, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_9', 'value': 208, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_9', 'value': 1259.6, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_9', 'value': 6, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_10', 'value': 1258.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_10', 'value': 105, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_10', 'value': 1259.7, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_10', 'value': 2, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}"
HNXDS:VN30F1M,"{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ref_price', 'value': 1178, 'source': 'X2', 'last_updated_str': '10/04/2025 09:00:02', 'last_updated': 1744250402}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ceiling_price', 'value': 1260.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:00:02', 'last_updated': 1744250402}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'floor_price', 'value': 1095.6, 'source': 'X2', 'last_updated_str': '10/04/2025 09:00:02', 'last_updated': 1744250402}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'latest_matched_price', 'value': 1259.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'latest_matched_quantity', 'value': 2, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:30', 'last_updated': 1744250850}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ref_diff_abs', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ref_diff_pct', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'total_matched_quantity', 'value': 36683, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:30', 'last_updated': 1744250850}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'open_price', 'value': 1260.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:00:38', 'last_updated': 1744250438}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'latest_estimated_matched_price', 'value': 1259.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:28', 'last_updated': 1744250848}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'highest_price', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'lowest_price', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'average_price', 'value': 125940940.4901453, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:30', 'last_updated': 1744250850}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'open_interest', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'foreign_buy_quantity', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'foreign_sell_quantity', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'foreign_room', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'close_price', 'value': 1259.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'maturity_date', 'value': None, 'source': 'X2', 'last_updated_str': '10/04/2025 07:45:03', 'last_updated': 1744245903}","{""TradingDate"":""10/04/2025"",""Time"":""09:07:34"",""Exchange"":""DERIVATIVES"",""Symbol"":""VN30F1M"",""RType"":""X-QUOTE"",""AskPrice1"":1260.1,""AskPrice2"":1260.2,""AskPrice3"":1260.3,""AskPrice4"":1260.4,""AskPrice5"":0.0,""AskPrice6"":0.0,""AskPrice7"":0.0,""AskPrice8"":0.0,""AskPrice9"":0.0,""AskPrice10"":0.0,""AskVol1"":1.0,""AskVol2"":36.0,""AskVol3"":80.0,""AskVol4"":1805.0,""AskVol5"":0.0,""AskVol6"":0.0,""AskVol7"":0.0,""AskVol8"":0.0,""AskVol9"":0.0,""AskVol10"":0.0,""BidPrice1"":1260.0,""BidPrice2"":1259.5,""BidPrice3"":1259.4,""BidPrice4"":1259.3,""BidPrice5"":1259.2,""BidPrice6"":1259.1,""BidPrice7"":1259.0,""BidPrice8"":1258.9,""BidPrice9"":1258.8,""BidPrice10"":1258.6,""BidVol1"":5.0,""BidVol2"":33.0,""BidVol3"":62.0,""BidVol4"":2.0,""BidVol5"":35.0,""BidVol6"":233.0,""BidVol7"":132.0,""BidVol8"":21.0,""BidVol9"":52.0,""BidVol10"":36.0,""TradingSession"":""LO""}",10/04/2025 09:07:34,1744250854,"{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_1', 'value': 1260, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_1', 'value': 5, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_1', 'value': 1260.1, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_1', 'value': 1, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_2', 'value': 1259.5, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_2', 'value': 33, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_2', 'value': 1260.2, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_2', 'value': 36, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_3', 'value': 1259.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_3', 'value': 62, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_3', 'value': 1260.3, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_3', 'value': 80, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:29', 'last_updated': 1744250849}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_4', 'value': 1259.3, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_4', 'value': 2, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_4', 'value': 1260.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:24', 'last_updated': 1744250844}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_4', 'value': 1805, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_5', 'value': 1259.2, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_5', 'value': 35, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_5', 'value': 1260.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:20', 'last_updated': 1744250840}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_5', 'value': 1400, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:23', 'last_updated': 1744250843}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_6', 'value': 1259.1, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_6', 'value': 233, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_6', 'value': 1260.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:06:03', 'last_updated': 1744250763}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_6', 'value': 997, 'source': 'X2', 'last_updated_str': '10/04/2025 09:06:36', 'last_updated': 1744250796}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_7', 'value': 1259, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_7', 'value': 132, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_7', 'value': 1259.4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_7', 'value': 8, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_8', 'value': 1258.9, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_8', 'value': 21, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_8', 'value': 1259.5, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_8', 'value': 4, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_9', 'value': 1258.8, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_9', 'value': 52, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_9', 'value': 1259.6, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_9', 'value': 6, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_price_10', 'value': 1258.6, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'bid_quantity_10', 'value': 36, 'source': 'X2', 'last_updated_str': '10/04/2025 09:07:34', 'last_updated': 1744250854}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_price_10', 'value': 1259.7, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}","{'instrument': 'HNXDS:VN30F1M', 'quote_type': 'ask_quantity_10', 'value': 2, 'source': 'X2', 'last_updated_str': '10/04/2025 09:04:28', 'last_updated': 1744250668}"
