SampleIndex,EMA_Short,EMA_Long,RSI_Period,RSI_lower,RSI_upper,ATR_period,Max_Loss,Min_Profit,ATR_Mult,Volume_Threshold,Volume_window,RSI_exit_threshold,Sharpe,mdd,net_profit,score
2456,15,20,10,35,70,10,3.5,0.5,1.5,1.0,10,45,1.537562935803984,-0.0893127904133041,20695000.000000015,1.4929065405973319
506,8,40,10,45,60,14,2.5,2.0,1.0,1.0,5,55,1.5502594257957505,-0.1160112969802305,24048999.999999993,1.4922537773056352
122,8,25,14,35,70,14,4.5,2.0,1.0,1.4,15,55,1.5449747979611732,-0.1054929717874589,18073000.0,1.4922283120674438
1700,5,40,10,45,60,21,4.5,1.5,1.0,1.0,5,50,1.545812842625217,-0.1096735369339551,25191999.99999997,1.4909760741582394
1599,12,40,14,25,50,10,4.0,1.5,1.5,1.2,5,45,1.569857718939511,-0.1583176748090993,22515999.999999993,1.4906988815349616
2362,10,30,14,35,65,21,2.0,0.5,1.0,1.4,15,55,1.5434692287839589,-0.1057903026982605,16232999.999999978,1.4905740774348286
935,5,20,14,25,65,10,2.5,1.5,1.0,0.8,15,55,1.5605784152305289,-0.1408115342299293,21586999.999999985,1.4901726481155642
367,5,25,10,25,50,14,4.0,0.5,1.5,1.4,15,50,1.5809860105934317,-0.182093443794945,20538999.999999978,1.4899392886959593
1595,5,20,10,25,60,14,5.0,1.5,1.0,0.8,20,50,1.5422592057591005,-0.1065415167356917,23689999.999999985,1.4889884473912547
257,15,25,14,30,60,10,4.5,1.5,2.0,1.2,20,50,1.5356593588119776,-0.0939199209095401,18265999.999999993,1.4886993983572074
785,12,35,10,35,50,21,3.5,1.0,1.0,0.8,15,50,1.5554785128551978,-0.1346640875825074,24219999.99999997,1.488146469063944
291,10,40,18,35,60,14,3.0,1.5,2.0,0.8,20,55,1.5499655815041324,-0.123759955839445,23365000.000000015,1.4880856035844099
1901,10,20,14,25,65,14,3.0,1.0,2.0,1.4,15,50,1.536951563285715,-0.0979647697673391,17092999.999999985,1.4879691784020455
703,12,20,18,30,50,10,2.5,0.5,1.0,1.2,10,45,1.5651957776967365,-0.155551255589955,20765000.000000007,1.487420149901759
1548,10,30,18,30,70,21,2.5,2.0,1.0,1.4,10,45,1.5209423343237882,-0.0690038953811907,15353000.000000017,1.4864403866331928
1314,15,35,18,25,70,10,1.5,1.5,1.5,1.0,15,45,1.5591045047144925,-0.1487006086368466,18205000.000000007,1.4847542003960692
2241,10,25,10,30,60,21,5.0,0.5,1.0,1.4,5,55,1.527113884357891,-0.0902615296625591,18594999.999999993,1.4819831195266115
1114,15,20,18,35,55,10,4.0,1.0,1.0,1.2,15,55,1.537594754986927,-0.1116055160244728,20691000.000000007,1.4817919969746907
2336,15,35,14,35,65,21,3.0,2.0,2.0,1.0,5,45,1.536816061798269,-0.1115319424972272,23090000.0,1.4810500905496553
1777,10,25,18,25,55,14,1.5,1.0,2.0,1.4,15,55,1.5788796989797198,-0.195888310622584,18189999.999999993,1.4809355436684277
2108,8,35,14,25,65,21,3.0,2.0,1.0,1.4,20,45,1.51530097488681,-0.0720410726964882,14503999.999999983,1.4792804385385658
957,15,25,10,30,70,14,3.5,1.5,1.5,0.8,15,55,1.5197014974035643,-0.080947298405185,20306000.000000022,1.4792278482009718
1331,8,30,18,40,70,14,2.5,1.5,1.5,0.8,15,55,1.53606802420219,-0.1148116218219215,20121000.0,1.4786622132912293
1419,5,35,14,40,60,14,5.0,0.5,2.0,1.2,15,45,1.5287632007621677,-0.1008335574079052,21833999.999999985,1.478346422058215
353,15,30,18,40,65,14,3.5,1.5,1.0,1.0,20,55,1.5306596564792905,-0.1046285722760235,20374000.000000007,1.4783453703412788
528,5,25,14,35,55,14,3.0,1.0,2.0,1.2,10,55,1.537240010195883,-0.118871432908318,22155999.999999978,1.477804293741724
581,12,20,14,45,70,21,3.5,0.5,2.0,1.2,20,45,1.519280042912848,-0.082961002568693,18906000.0,1.4777995416285015
2400,5,40,18,30,65,14,3.0,1.0,1.5,1.2,15,55,1.5327421236052952,-0.1098954534403113,18442000.0,1.4777943968851395
1144,5,30,10,40,70,21,3.0,1.0,1.0,1.4,5,45,1.5249116626037735,-0.0955131424744684,17836999.999999985,1.4771550913665394
928,8,30,14,25,65,21,2.0,1.5,2.0,0.8,10,45,1.5482494799459083,-0.1436864317707745,20049999.999999985,1.4764062640605211
2287,12,20,10,25,50,21,5.0,1.0,1.0,1.2,5,45,1.5472492187948574,-0.1422737879180708,22641999.999999993,1.476112324835822
1420,5,35,18,45,70,21,4.0,1.0,1.0,1.2,15,55,1.527715935313137,-0.1064768489038478,18934999.999999993,1.4744775108612131
952,10,20,18,40,70,10,2.0,0.5,2.0,0.8,20,50,1.5170974378364597,-0.0864155760269442,19936999.999999993,1.4738896498229876
46,10,40,18,40,70,21,3.5,1.5,2.0,1.0,10,50,1.5321935372674482,-0.1169592013685468,21770000.000000007,1.4737139365831748
2453,5,35,14,25,65,21,2.0,0.5,1.0,1.4,5,50,1.5118808583781014,-0.0775555099834076,16274000.0,1.4731031033863975
1942,12,30,10,25,55,21,5.0,1.5,1.0,0.8,20,45,1.5227690532502225,-0.1009960327509072,22687999.999999993,1.472271036874769
2147,8,30,10,30,60,21,3.5,0.5,1.0,0.8,5,50,1.5234471657154158,-0.103674788557997,23059999.99999997,1.4716097714364174
1631,12,30,18,35,60,10,2.0,1.5,1.0,0.8,10,55,1.5336683289390811,-0.1245523033222182,20645000.000000022,1.4713921772779721
491,15,40,14,30,65,21,3.0,0.5,1.5,1.2,20,45,1.5173369506405736,-0.093197103554941,18510000.000000007,1.470738398863103
1878,10,25,10,30,55,21,5.0,2.0,1.5,1.2,10,50,1.5368276951853648,-0.1325217256662858,22172999.999999985,1.4705668323522219
887,8,30,14,35,50,10,4.0,0.5,1.0,0.8,15,50,1.5266683538519,-0.1125564210486219,22860999.999999978,1.470390143327589
2158,10,25,10,45,70,10,4.0,0.5,1.0,1.0,15,50,1.5216213584553482,-0.1027665235006697,21432000.0,1.4702380967050133
682,15,35,18,35,60,21,3.0,2.0,1.5,0.8,20,55,1.517845074962727,-0.096879903997046,21178000.000000022,1.469405122964204
1613,5,40,18,40,65,14,3.0,2.0,2.0,1.2,5,55,1.5361861280141078,-0.1336820691659399,23025999.999999985,1.4693450934311378
1087,12,20,10,25,65,10,1.5,1.0,1.0,1.2,5,55,1.5332645215597809,-0.1295020493590302,19160999.999999985,1.4685134968802658
597,10,25,14,35,55,14,5.0,1.5,2.0,1.2,20,45,1.510968905253829,-0.0908428001228122,20281999.99999997,1.465547505192423
48,5,20,14,35,70,10,1.5,2.0,1.0,1.2,10,45,1.5171982532265742,-0.1071247316025761,18520000.0,1.4636358874252862
716,15,25,10,40,70,14,3.5,1.5,1.0,1.0,5,50,1.511275173757279,-0.0958181786540904,21583000.000000015,1.4633660844302336
299,12,35,14,25,55,10,2.0,0.5,2.0,0.8,20,45,1.5246816972168509,-0.1226876669070778,21652999.99999997,1.4633378637633119
457,5,35,14,25,70,14,2.5,0.5,1.0,1.4,5,55,1.4960230387568412,-0.0663472244313662,15280000.000000017,1.462849426541158
1603,12,25,18,25,70,14,4.0,2.0,1.0,1.2,10,45,1.5532322873786415,-0.1821788159484494,17020000.000000015,1.462142879404417
1821,12,20,14,40,70,21,4.0,1.0,1.5,1.2,10,50,1.5127192310062925,-0.1026948734164302,20446000.0,1.4613717942980773
1928,15,25,18,45,70,21,5.0,2.0,1.0,1.4,5,50,1.5261390353444362,-0.1305925450094623,17642999.999999985,1.460842762839705
1607,12,30,10,35,55,21,4.0,1.0,1.0,1.4,5,45,1.5202214043524724,-0.1188987536993038,18421999.999999993,1.4607720275028204
774,8,35,18,40,65,10,2.0,1.0,1.0,1.0,15,55,1.5083455931859464,-0.0956621324732389,19485000.0,1.460514526949327
778,10,40,10,30,70,21,1.5,1.5,1.0,1.4,20,50,1.5135098329657366,-0.1066816014120123,15413000.000000017,1.4601690322597305
1100,8,35,18,45,50,14,4.0,0.5,1.0,1.0,15,45,1.5317165084962,-0.1432084478518735,22672999.999999978,1.4601122845702632
739,15,20,10,25,70,14,5.0,0.5,1.5,1.0,5,55,1.5020689927401092,-0.0852643419572553,20103000.000000007,1.4594368217614815
1687,10,25,18,30,60,21,1.5,1.0,1.5,1.2,15,45,1.5357847316550204,-0.1529262086513993,20501000.000000015,1.4593216273293208
187,12,30,14,25,50,10,1.5,1.0,2.0,1.2,20,45,1.5375249193009015,-0.1589673623398495,18781999.999999978,1.4580412381309769
2101,10,40,18,30,65,21,4.0,1.5,2.0,1.2,15,45,1.5182687045939824,-0.1241345100551845,20082000.000000022,1.4562014495663902
345,5,35,10,35,50,10,2.5,1.5,2.0,1.2,20,50,1.5113586411760869,-0.110977278948809,20716999.999999963,1.4558700017016823
259,12,35,14,45,50,14,2.5,2.0,1.0,1.4,10,45,1.5093385858865935,-0.1076775021385798,19360999.999999985,1.4554998348173036
487,5,35,10,30,65,14,4.5,2.0,2.0,0.8,10,55,1.5014560934583423,-0.0936308077461158,23144999.999999993,1.4546406895852844
173,12,40,10,25,55,21,2.0,0.5,1.0,0.8,10,50,1.5199948582695817,-0.1314685025532883,21543999.999999993,1.4542606069929376
1940,12,20,10,25,65,21,3.0,2.0,1.0,1.4,15,45,1.5102161844906663,-0.115328964167163,16210999.999999983,1.4525517024070849
10,8,20,14,30,70,21,4.0,0.5,1.5,0.8,10,45,1.4978341979978844,-0.0927234071737192,20831000.000000015,1.4514724944110249
2414,8,35,14,40,70,10,4.0,1.5,1.0,0.8,5,50,1.496900592817954,-0.091929923593331,21215000.00000003,1.4509356310212884
2107,5,35,14,40,70,21,5.0,1.0,2.0,0.8,10,55,1.519912799061809,-0.1381221903896769,23896000.000000015,1.4508517038669706
195,8,30,18,35,60,10,3.0,1.5,1.0,1.0,15,45,1.491092056837853,-0.0832011038289065,20293999.999999993,1.4494915049233996
2242,15,35,10,35,70,14,5.0,0.5,2.0,1.0,10,55,1.4960537846840078,-0.0952072792877592,22065000.000000015,1.4484501450401281
1288,8,30,18,25,65,21,2.5,1.0,2.0,1.0,5,45,1.5032486899671584,-0.1102331249754294,18103000.0,1.4481321274794436
108,10,30,10,45,70,14,4.5,1.0,1.0,1.4,5,55,1.492990388160653,-0.0905301550084672,18169000.0,1.4477253106564194
2323,12,30,10,40,55,10,3.0,0.5,1.0,1.2,10,45,1.5279016701858106,-0.1610430411561418,20070999.99999997,1.4473801496077396
1362,10,20,10,30,50,21,2.5,0.5,2.0,1.2,15,50,1.48636545870628,-0.0810238333926207,18742999.999999985,1.4458535420099696
2268,10,30,10,35,65,21,5.0,1.0,2.0,1.0,10,45,1.484894448071985,-0.087733871286737,20275000.0,1.4410275124286165
2339,5,20,18,30,60,21,5.0,2.0,1.0,1.0,20,55,1.496368238554886,-0.1108025871672515,21517000.000000007,1.4409669449712603
829,12,20,14,25,55,10,2.0,0.5,1.0,1.4,15,55,1.5148668731346409,-0.1481832822255068,16130999.999999983,1.4407752320218874
1554,12,25,10,25,60,10,4.5,0.5,1.5,0.8,5,45,1.4831630040546715,-0.0857556386443131,20989999.999999978,1.4402851847325149
1596,5,25,14,30,50,10,5.0,1.5,1.5,1.4,10,45,1.528924083622403,-0.1776760679531583,20096999.999999993,1.4400860496458239
2289,5,40,18,40,65,14,4.0,1.5,2.0,0.8,10,55,1.492057758669484,-0.1050949129799913,23324999.999999993,1.4395103021794884
2176,8,20,10,40,50,14,2.0,0.5,1.0,1.4,15,55,1.48699273069217,-0.0969564522147007,17400999.999999963,1.4385145045848196
1998,10,30,14,40,65,14,3.5,1.5,2.0,1.0,10,45,1.479874814480302,-0.0831993360651488,20503999.999999993,1.4382751464477277
97,5,25,18,25,65,14,3.5,1.0,2.0,1.4,15,55,1.509454360822413,-0.1440611695195064,16315000.0,1.4374237760626598
2405,8,25,10,40,60,14,4.0,2.0,1.0,1.0,10,45,1.484591835262404,-0.0945246669696866,23325999.99999997,1.4373295017775607
2410,15,30,18,45,60,10,4.5,1.5,1.0,1.0,10,45,1.494974638538971,-0.1159561693185229,22285000.000000007,1.4369965538797096
2136,10,30,10,45,70,21,1.5,0.5,1.0,1.0,5,45,1.4855486216751164,-0.0977190023963787,21825000.000000015,1.436689120476927
1534,15,35,10,40,60,10,4.0,0.5,1.0,1.4,20,55,1.4947113227160862,-0.1164185085853448,17325000.0,1.4365020684234138
251,10,40,14,25,70,10,1.5,1.0,2.0,0.8,15,55,1.498162621336723,-0.1246372778948205,20522000.000000007,1.4358439823893128
1109,8,25,14,30,60,10,4.0,2.0,1.0,0.8,5,55,1.48258935474433,-0.0935893727331389,22411999.999999993,1.4357946683777607
1965,8,25,10,30,70,14,2.5,1.0,1.0,1.4,15,50,1.4823745039201726,-0.0936444705073505,16716000.000000007,1.4355522686664972
44,12,20,14,40,70,10,3.0,2.0,1.5,1.2,20,50,1.4847397681232162,-0.0994689276064472,17838000.0,1.4350053043199926
272,10,20,14,45,65,14,3.0,2.0,1.0,1.0,20,50,1.495350774256763,-0.1213808090939487,21165999.999999978,1.4346603697097888
1320,12,35,18,25,60,14,2.0,0.5,1.5,1.4,15,55,1.492036473194149,-0.1164562618701821,16065999.999999993,1.433808342259058
772,10,30,14,30,65,10,3.5,2.0,1.5,0.8,20,45,1.4958220040604326,-0.1244472018071333,19489999.999999985,1.433598403156866
2059,8,40,10,30,60,10,4.0,1.5,1.5,1.2,15,55,1.4878022494908258,-0.109520016302032,19831999.999999993,1.4330422413398098
1422,15,30,10,45,65,10,4.5,0.5,1.0,0.8,15,50,1.4991380535688847,-0.1338486414007966,22748000.0,1.4322137328684865
1611,10,25,10,25,65,21,4.5,0.5,1.5,1.0,15,50,1.4800426898346544,-0.0970380489105086,20247999.999999993,1.4315236653794001
1031,8,20,10,25,65,10,4.0,1.0,2.0,1.0,10,45,1.481636477324409,-0.1003746053557117,20317999.999999993,1.4314491746465532
545,10,40,14,25,55,21,2.5,1.5,2.0,1.4,10,45,1.5024454552763542,-0.144128606409028,18341000.000000007,1.4303811520718401
2448,5,20,10,35,70,14,3.5,1.0,1.5,1.0,10,55,1.4785104235264208,-0.0965349120668642,21263000.0,1.4302429674929886
1281,12,20,18,30,60,21,3.0,1.5,1.5,1.4,15,45,1.483331935009442,-0.1062458025520481,18213000.0,1.430209033733418
2367,8,30,18,45,70,14,2.5,2.0,1.5,0.8,5,45,1.5001072169525775,-0.1411757984345539,21185999.999999993,1.4295193177353005
1790,8,35,10,35,60,10,4.0,1.5,1.0,0.8,5,55,1.4884042247764926,-0.1186938602980027,22430999.999999978,1.4290572946274913
480,8,35,14,40,60,21,1.5,0.5,1.5,1.4,20,50,1.484253477649531,-0.1127306234424408,17699999.999999985,1.4278881659283107
253,10,40,14,40,70,10,3.5,1.0,1.5,0.8,10,50,1.494978033120974,-0.1343300642388496,22645000.000000015,1.4278130010015493
721,10,30,18,25,70,14,2.5,1.0,2.0,1.4,10,50,1.4856475732711605,-0.1166500498504486,14793000.000000007,1.4273225483459362
369,5,25,14,30,65,21,5.0,1.0,1.0,0.8,10,50,1.462731221332891,-0.0710129265555509,21511999.999999985,1.4272247580551154
2460,5,35,18,30,60,14,4.0,2.0,1.5,0.8,20,45,1.493176243819537,-0.1319503142111644,20565000.000000007,1.4272010867139548
991,12,30,18,30,50,14,2.5,1.0,2.0,1.2,20,45,1.5056478850649204,-0.158866183256427,19405000.000000007,1.4262147934367069
908,15,20,10,40,60,14,5.0,0.5,1.0,1.0,15,50,1.492894359187693,-0.1336064719975003,22607000.0,1.426091123188943
2202,12,40,10,25,70,10,4.0,1.0,1.5,1.2,5,55,1.5097645686008605,-0.1678190723134542,20903000.0,1.4258550324441335
1638,8,25,18,40,70,14,5.0,2.0,2.0,1.0,15,55,1.4872120429677227,-0.1233151238049996,19504999.999999993,1.425554481065223
2295,5,40,14,45,70,14,2.0,0.5,1.0,0.8,15,50,1.487825931607376,-0.1266142248443135,21474000.000000007,1.4245188191852194
812,10,20,10,40,50,14,4.5,1.5,1.5,1.4,15,55,1.4695516832863371,-0.0903818166252887,18659999.999999978,1.4243607749736928
2378,10,30,18,30,55,21,5.0,2.0,1.5,0.8,15,50,1.5027444839395168,-0.158902691511387,21825000.000000007,1.4232931381838232
799,8,20,18,30,65,21,1.5,1.0,2.0,1.0,15,50,1.4776813345826203,-0.1093758036035728,18427000.000000007,1.4229934327808338
1789,8,35,18,40,55,14,3.0,1.0,1.0,1.0,15,45,1.479621917459794,-0.1150399831332921,21114999.999999978,1.422101925893148
1200,15,25,18,45,70,10,3.0,1.5,2.0,0.8,20,55,1.4887892713222344,-0.1334197103636037,20014000.000000007,1.4220794161404324
8,5,20,18,35,60,21,1.5,2.0,1.0,1.4,5,55,1.47336804854838,-0.1030085316569378,16690999.999999993,1.4218637827199112
2436,15,40,18,30,55,10,5.0,1.5,1.5,0.8,5,55,1.4947359893153287,-0.1459942322571568,22133000.00000003,1.4217388731867504
736,12,20,14,25,60,14,4.0,1.0,1.5,1.4,15,50,1.4743370047597395,-0.1071500911484707,17360999.999999985,1.420761959185504
880,15,40,10,30,65,10,4.5,0.5,1.0,1.2,10,55,1.4736136744362651,-0.1073904250227718,18061999.999999993,1.4199184619248792
977,8,20,14,40,65,14,4.0,1.5,2.0,1.4,10,45,1.4809503979756389,-0.1220800951101911,18135999.99999997,1.4199103504205433
1456,12,30,10,45,70,10,2.0,1.0,1.0,1.0,10,55,1.471152018562391,-0.1028884851160657,20517000.000000015,1.4197077760043582
2256,15,30,10,25,70,21,1.5,0.5,1.0,1.2,5,50,1.4634554843492151,-0.0890675669672602,17836000.000000007,1.418921700865585
1849,8,35,10,30,65,10,3.0,2.0,2.0,1.2,20,50,1.475671970115522,-0.116276479215788,19359000.000000007,1.417533730507628
490,10,20,18,45,65,21,4.0,1.5,1.0,1.4,10,55,1.4643221981078287,-0.0955356866627479,18469999.999999985,1.4165543547764547
1077,8,35,14,30,70,14,3.5,2.0,1.0,1.0,20,45,1.4654585878560489,-0.0982683557563261,18450000.000000007,1.4163244099778858
221,8,25,14,25,60,21,2.5,1.0,1.0,1.0,10,45,1.4801255892394996,-0.1285903736640924,19654999.999999993,1.4158304024074533
1976,10,30,18,45,60,21,3.0,0.5,1.0,0.8,10,55,1.477048050253404,-0.1234399109357604,23197000.000000015,1.4153280947855238
1252,10,35,18,45,50,14,4.0,1.0,1.0,1.2,5,55,1.4927054217218407,-0.1554078358584768,21534999.999999963,1.4150015037926023
1297,8,40,18,40,60,14,4.5,0.5,2.0,1.0,5,50,1.4687219983208295,-0.1074914057633297,23472000.000000007,1.4149762954391647
940,5,35,18,25,60,21,5.0,0.5,1.5,1.2,15,50,1.4898816551500806,-0.1504317434210526,18326999.999999993,1.4146657834395544
934,5,25,14,35,55,10,4.5,0.5,2.0,1.4,10,45,1.4901572512687775,-0.1538185729652203,20096999.999999985,1.4132479647861673
2457,15,40,18,35,55,10,1.5,1.0,1.0,0.8,5,45,1.4791617831502868,-0.1323712366260263,20346000.0,1.4129761648372736
1074,8,20,10,30,65,14,2.0,1.0,1.0,1.2,15,50,1.470453923664229,-0.1169424233646295,19071999.999999978,1.4119827119819142
75,12,30,18,25,50,14,4.5,0.5,1.5,1.2,20,45,1.5046004483090245,-0.1853679689435863,18189000.0,1.4119164638372315
2019,15,20,18,35,60,10,3.5,0.5,1.0,1.0,5,45,1.4574143252283485,-0.0919771018455227,20652000.000000015,1.4114257743055871
1556,15,35,18,30,55,10,4.5,1.5,2.0,0.8,20,45,1.4768551033627042,-0.132815746722581,21340000.000000007,1.4104472300014137
834,12,30,18,45,55,10,3.0,2.0,1.0,1.4,15,55,1.4778121958766033,-0.1350254022915203,19091999.999999985,1.4102994947308432
1269,10,40,10,30,50,10,4.5,1.0,1.5,0.8,10,45,1.477550977943267,-0.1348687310352625,22301999.999999993,1.4101166124256357
1444,10,35,14,45,65,10,3.5,1.5,1.5,0.8,10,50,1.478276299184242,-0.1370781982951395,22962999.999999993,1.4097372000366721
1220,10,30,18,25,70,21,4.0,2.0,2.0,1.0,20,45,1.4689489946186969,-0.1186423443759786,16748000.000000007,1.4096278224307075
571,5,20,18,30,65,10,2.0,0.5,1.5,1.4,5,45,1.437940954261569,-0.0575556224388211,15458000.000000017,1.4091631430421585
632,12,35,14,35,70,14,2.5,1.5,2.0,1.2,20,45,1.477959587818086,-0.1396673330064495,19122000.000000015,1.4081259213148614
145,15,20,14,30,65,10,3.5,1.5,2.0,1.0,5,50,1.4520947833300497,-0.0888898921041939,20154999.999999985,1.4076498372779527
1373,8,35,14,35,65,14,2.5,2.0,2.0,1.2,15,45,1.4653781079464656,-0.1159313863940197,18730999.999999993,1.4074124147494558
1359,12,25,10,30,60,14,5.0,2.0,2.0,1.2,15,55,1.462136435347828,-0.1099376439525867,18093000.0,1.4071676133715345
2051,8,25,18,30,65,10,4.0,0.5,1.0,1.2,5,55,1.505778720821883,-0.1978476990878342,19100000.000000007,1.4068548712779658
890,8,40,18,25,65,14,3.0,1.0,1.5,1.2,15,50,1.4669181211501785,-0.1206059657089172,16048000.000000017,1.40661513829572
1216,12,30,18,45,50,10,5.0,1.5,1.0,1.4,10,50,1.473421979372249,-0.1338880953859527,18718999.999999993,1.4064779316792726
725,12,25,14,45,70,21,2.5,1.0,1.0,0.8,15,55,1.4703902681214511,-0.1303092981865411,21270000.000000022,1.4052356190281805
355,5,30,10,35,70,14,4.0,0.5,1.0,0.8,15,50,1.4510569772534505,-0.0928522571819425,22007000.000000007,1.4046308486624792
1097,5,30,10,40,60,10,3.5,1.0,1.5,1.2,20,50,1.473483690002338,-0.1378731969137872,20281999.999999963,1.4045470915454445
1924,8,30,18,25,65,10,2.0,1.0,2.0,1.2,5,55,1.476912254126709,-0.1460554371002132,17827000.0,1.4038845355766023
1008,5,30,14,25,50,14,5.0,0.5,2.0,1.2,10,45,1.4874101108859543,-0.1684550221863655,20111999.99999997,1.4031825997927716
36,12,20,10,45,60,10,3.5,1.5,1.5,1.4,20,50,1.448712175878022,-0.092493233939509,17338999.999999985,1.4024655589082675
1995,12,20,10,30,70,10,4.5,1.0,1.5,0.8,5,55,1.4533584251258866,-0.1021510673234813,20763000.000000007,1.402282891464146
256,12,40,14,25,60,10,3.0,2.0,2.0,1.0,15,55,1.471782120125111,-0.1391966052593997,21040000.000000022,1.402183817495411
595,10,40,10,40,50,21,3.5,0.5,1.0,1.0,20,45,1.4622940704220644,-0.1211515214828301,21157999.999999978,1.4017183096806494
1657,5,40,18,35,70,10,1.5,2.0,1.5,0.8,10,55,1.480108908105061,-0.1569331809357933,20553000.0,1.4016423176371642
371,5,35,18,40,65,14,3.5,2.0,1.0,1.4,5,45,1.4390848731435375,-0.0750999183462976,16850000.0,1.4015349139703888
502,5,20,10,35,55,14,2.5,2.0,1.5,1.2,10,50,1.4513730534330629,-0.0997141753572807,19823999.999999963,1.4015159657544225
692,12,40,10,25,50,21,2.0,1.5,1.0,0.8,15,45,1.4594432162035806,-0.1176254064334063,21055999.999999993,1.4006305129868775
365,12,25,14,25,55,10,2.0,1.5,1.0,0.8,5,55,1.455240584915532,-0.1104579965711486,19387999.999999993,1.4000115866299578
219,5,40,10,30,50,21,4.0,0.5,2.0,1.2,20,45,1.4587415389311873,-0.1179142686659094,19811999.99999997,1.3997844045982326
911,5,40,14,35,60,21,4.5,1.5,2.0,1.0,10,50,1.4549567156319216,-0.1112125895742588,21725999.999999978,1.3993504208447922
203,15,25,10,40,65,14,5.0,2.0,1.0,1.2,10,50,1.446675601900337,-0.0976900545866065,18518999.999999978,1.3978305746070339
1792,5,30,10,25,65,21,1.5,1.0,1.5,1.2,15,45,1.463660346360533,-0.1327634977247569,18776999.999999985,1.3972785974981548
2404,12,25,14,35,55,21,2.0,2.0,1.5,1.2,20,45,1.4513658408851238,-0.1108297623685234,18918000.0,1.3959509597008621
503,5,35,18,45,60,21,3.5,1.5,1.0,0.8,5,45,1.457815452302304,-0.12400291322744,24346999.999999985,1.395813995688584
1278,15,25,14,40,70,10,2.0,1.0,1.0,1.0,5,55,1.4427026214574616,-0.0952011546094172,19483000.000000015,1.395102044152753
445,10,25,10,45,60,14,1.5,1.5,1.0,1.2,15,55,1.4627433875788889,-0.1360478359908882,20596999.999999985,1.3947194695834448
1078,10,35,10,25,60,21,4.5,1.0,2.0,1.2,10,50,1.4743894841848155,-0.1609884545270406,20453999.99999997,1.3938952569212952
578,15,25,18,40,70,14,4.5,1.5,1.5,1.0,15,50,1.4459728426262088,-0.1046163347228654,18003000.000000007,1.393664675264776
2466,8,20,14,40,50,14,1.5,1.5,1.5,1.4,15,50,1.4363102018861638,-0.0859044801352492,17085999.999999963,1.3933579618185392
460,12,35,14,40,55,10,3.5,1.5,1.5,1.0,15,55,1.4542674288812056,-0.1238567244874971,21498999.999999978,1.392339066637457
2120,12,35,10,40,70,10,4.5,1.0,1.0,1.4,10,50,1.4527639248052868,-0.1214728528250268,17102000.0,1.3920274983927734
2106,5,35,18,40,60,21,5.0,0.5,2.0,0.8,15,55,1.4496930344057737,-0.1195639043247159,22467999.999999993,1.3899110822434158
493,12,20,14,35,55,14,4.0,0.5,1.0,1.0,15,55,1.443264646906392,-0.1069826723887582,21571999.999999985,1.3897733107120127
1092,15,20,10,25,70,14,2.5,2.0,1.5,1.0,10,50,1.4448684700496452,-0.1102865088604322,17721000.000000007,1.389725215619429
794,8,20,10,30,65,10,4.0,2.0,2.0,1.2,15,45,1.4333693012987272,-0.0902221610027744,18709999.999999978,1.38825822079734
2272,8,40,14,45,70,10,3.5,1.5,1.0,1.4,5,50,1.4506663552916632,-0.1263212373350319,16859000.0,1.3875057366241472
1536,12,35,10,25,70,14,1.5,0.5,2.0,1.0,15,50,1.451800173305315,-0.1296785643857226,19294000.000000007,1.3869608911124536
1888,15,20,18,30,65,10,4.0,2.0,1.5,1.0,5,45,1.4350218939638606,-0.0966620762017182,18846000.000000015,1.3866908558630016
559,8,35,18,35,60,21,2.5,2.0,1.5,1.0,5,45,1.4439028373342884,-0.1149996314586865,20034000.0,1.3864030216049452
1601,12,25,10,30,70,14,3.5,1.0,2.0,0.8,10,45,1.4325397780236326,-0.092429718233281,19783000.000000022,1.3863249189069922
1882,12,40,10,25,50,10,2.0,1.0,1.0,0.8,10,55,1.456584812487878,-0.1410511767814317,20418999.999999993,1.386059224097162
2105,15,40,10,45,60,14,4.5,1.0,1.0,1.2,15,45,1.4388325566612918,-0.1057355144662248,18827999.999999985,1.3859647994281794
1185,10,35,14,35,65,14,5.0,2.0,2.0,1.2,15,50,1.4412954186832967,-0.1112947761894921,18781999.999999993,1.3856480305885506
1088,12,35,18,40,55,14,3.5,0.5,1.0,0.8,5,45,1.4557717400810368,-0.1408656017739088,22073999.999999985,1.3853389391940825
2327,15,35,14,25,65,14,3.0,1.5,1.5,1.2,15,55,1.435867319037,-0.1010924809617886,16669999.999999993,1.3853210785561056
2249,8,30,18,35,65,10,2.5,2.0,1.0,1.4,15,55,1.4325369586246708,-0.0956369342381448,15028999.999999993,1.3847184915055983
2314,8,25,18,25,65,10,3.5,1.5,1.0,1.2,10,45,1.4575298172137845,-0.1486497034030596,16102000.0,1.3832049655122547
1445,15,20,10,35,70,14,3.0,1.5,2.0,0.8,15,45,1.427931418325913,-0.0895678286982636,19517000.000000022,1.3831475039767813
874,8,40,14,30,50,21,3.0,2.0,1.5,0.8,10,45,1.4502646991653223,-0.1343082839227868,20662999.999999993,1.3831105572039288
414,8,35,14,30,70,10,3.5,0.5,1.0,1.4,20,55,1.4214223733490354,-0.0784720780568817,14655000.000000007,1.3821863343205947
1569,5,35,10,30,65,14,3.0,1.0,1.5,1.2,20,55,1.4364828593019694,-0.1097861455414071,17764999.999999993,1.3815897865312659
