Minute,tickersymbol,High,Low,Close,Volume,Open
2022-12-13 13:00,VN30F2306,1034.90,1011.00,1034.90,107,1034.90
2022-12-13 13:01,VN30F2212,1058.00,1026.00,1058.00,228423,1058.00
2022-12-13 13:01,VN30F2301,1053.50,1022.30,1053.60,7015,1053.60
2022-12-13 13:01,VN30F2306,1034.90,1011.00,1034.90,108,1034.90
2022-12-13 13:02,VN30F2212,1058.00,1026.00,1058.00,230397,1058.00
2022-12-13 13:02,VN30F2301,1053.50,1022.30,1053.60,7064,1053.60
2022-12-13 13:02,VN30F2306,1034.90,1011.00,1034.90,110,1034.90
2022-12-13 13:03,VN30F2212,1058.00,1026.00,1058.00,232445,1058.00
2022-12-13 13:03,VN30F2301,1053.50,1022.30,1053.60,7192,1053.60
2022-12-13 13:03,VN30F2306,1034.90,1011.00,1034.90,115,1034.90
2022-12-13 13:04,VN30F2212,1058.00,1026.00,1058.00,235083,1058.00
2022-12-13 13:04,VN30F2301,1053.50,1022.30,1053.60,7275,1053.60
2022-12-13 13:04,VN30F2306,1034.90,1011.00,1034.90,116,1034.90
2022-12-13 13:05,VN30F2212,1058.00,1026.00,1058.00,237710,1058.00
2022-12-13 13:05,VN30F2301,1053.50,1022.30,1053.60,7491,1053.60
2022-12-13 13:05,VN30F2303,1046.00,1015.50,1046.00,118,1046.00
2022-12-13 13:05,VN30F2306,1034.90,1011.00,1034.90,117,1034.90
2022-12-13 13:06,VN30F2212,1058.00,1026.00,1058.00,239490,1058.00
2022-12-13 13:06,VN30F2301,1053.50,1022.30,1053.60,7574,1053.60
2022-12-13 13:06,VN30F2306,1034.90,1011.00,1034.90,119,1034.90
2022-12-13 13:07,VN30F2212,1058.00,1026.00,1058.00,241061,1058.00
2022-12-13 13:07,VN30F2301,1053.50,1022.30,1053.60,7788,1053.60
2022-12-13 13:08,VN30F2212,1058.00,1026.00,1058.00,242213,1058.00
2022-12-13 13:08,VN30F2301,1053.50,1022.30,1053.60,7851,1053.60
2022-12-13 13:09,VN30F2212,1058.00,1026.00,1058.00,244052,1058.00
2022-12-13 13:09,VN30F2301,1053.50,1022.30,1053.60,8060,1053.60
2022-12-13 13:09,VN30F2303,1046.00,1015.50,1046.00,120,1046.00
2022-12-13 13:09,VN30F2306,1034.90,1011.00,1034.90,120,1034.90
2022-12-13 13:10,VN30F2212,1058.00,1026.00,1058.00,245512,1058.00
2022-12-13 13:10,VN30F2301,1053.50,1022.30,1053.60,8176,1053.60
2022-12-13 13:10,VN30F2303,1046.00,1015.50,1046.00,126,1046.00
2022-12-13 13:11,VN30F2212,1058.00,1026.00,1058.00,247403,1058.00
2022-12-13 13:11,VN30F2301,1053.50,1022.30,1053.60,8397,1053.60
2022-12-13 13:12,VN30F2212,1058.00,1026.00,1058.00,249174,1058.00
2022-12-13 13:12,VN30F2301,1053.50,1022.30,1053.60,8457,1053.60
2022-12-13 13:12,VN30F2306,1034.90,1011.00,1034.90,122,1034.90
2022-12-13 13:13,VN30F2212,1058.00,1026.00,1058.00,250719,1058.00
2022-12-13 13:13,VN30F2301,1053.50,1022.30,1053.60,8589,1053.60
2022-12-13 13:14,VN30F2212,1058.00,1026.00,1058.00,251821,1058.00
2022-12-13 13:14,VN30F2301,1053.50,1022.30,1053.60,8645,1053.60
2022-12-13 13:14,VN30F2306,1034.90,1011.00,1034.90,123,1034.90
2022-12-13 13:15,VN30F2212,1058.00,1026.00,1058.00,253371,1058.00
2022-12-13 13:15,VN30F2301,1053.50,1022.30,1053.60,8677,1053.60
2022-12-13 13:15,VN30F2306,1034.90,1011.00,1034.90,124,1034.90
2022-12-13 13:16,VN30F2212,1058.00,1026.00,1058.00,254151,1058.00
2022-12-13 13:16,VN30F2301,1053.50,1022.30,1053.60,8770,1053.60
2022-12-13 13:17,VN30F2212,1058.00,1026.00,1058.00,255161,1058.00
2022-12-13 13:17,VN30F2301,1053.50,1022.30,1053.60,8879,1053.60
2022-12-13 13:18,VN30F2212,1058.00,1026.00,1058.00,256018,1058.00
2022-12-13 13:18,VN30F2301,1053.50,1022.30,1053.60,8899,1053.60
2022-12-13 13:18,VN30F2306,1034.90,1011.00,1034.90,125,1034.90
2022-12-13 13:19,VN30F2212,1058.00,1026.00,1058.00,256910,1058.00
2022-12-13 13:19,VN30F2301,1053.50,1022.30,1053.60,8991,1053.60
2022-12-13 13:20,VN30F2212,1058.00,1026.00,1058.00,258218,1058.00
2022-12-13 13:20,VN30F2301,1053.50,1022.30,1053.60,9133,1053.60
2022-12-13 13:20,VN30F2306,1034.90,1011.00,1034.90,131,1034.90
2022-12-13 13:21,VN30F2212,1058.00,1026.00,1058.00,259833,1058.00
2022-12-13 13:21,VN30F2301,1053.50,1022.30,1053.60,9169,1053.60
2022-12-13 13:21,VN30F2306,1034.90,1011.00,1034.90,133,1034.90
2022-12-13 13:22,VN30F2212,1058.00,1026.00,1058.00,261556,1058.00
2022-12-13 13:22,VN30F2301,1053.50,1022.30,1053.60,9223,1053.60
2022-12-13 13:22,VN30F2306,1034.90,1011.00,1034.90,134,1034.90
2022-12-13 13:23,VN30F2212,1058.00,1026.00,1058.00,262914,1058.00
2022-12-13 13:23,VN30F2301,1053.50,1022.30,1053.60,9234,1053.60
2022-12-13 13:23,VN30F2303,1046.00,1015.50,1046.00,127,1046.00
2022-12-13 13:24,VN30F2212,1058.00,1026.00,1058.00,263860,1058.00
2022-12-13 13:24,VN30F2301,1053.50,1022.30,1053.60,9278,1053.60
2022-12-13 13:24,VN30F2303,1046.00,1015.50,1046.00,128,1046.00
2022-12-13 13:25,VN30F2212,1058.00,1026.00,1058.00,265170,1058.00
2022-12-13 13:25,VN30F2301,1053.50,1022.30,1053.60,9312,1053.60
2022-12-13 13:26,VN30F2212,1058.00,1026.00,1058.00,268022,1058.00
2022-12-13 13:26,VN30F2301,1053.50,1022.30,1053.60,9416,1053.60
2022-12-13 13:26,VN30F2306,1034.90,1011.00,1034.90,135,1034.90
2022-12-13 13:27,VN30F2212,1058.00,1026.00,1058.00,272331,1058.00
2022-12-13 13:27,VN30F2301,1053.50,1022.30,1053.60,9509,1053.60
2022-12-13 13:27,VN30F2303,1046.00,1015.50,1046.00,129,1046.00
2022-12-13 13:27,VN30F2306,1034.90,1011.00,1034.90,137,1034.90
2022-12-13 13:28,VN30F2212,1058.00,1026.00,1058.00,275405,1058.00
2022-12-13 13:28,VN30F2301,1053.50,1022.30,1053.60,9589,1053.60
2022-12-13 13:29,VN30F2212,1058.00,1026.00,1058.00,278041,1058.00
2022-12-13 13:29,VN30F2301,1053.50,1022.30,1053.60,9677,1053.60
2022-12-13 13:30,VN30F2212,1058.00,1026.00,1058.00,280414,1058.00
2022-12-13 13:30,VN30F2301,1053.50,1022.30,1053.60,9733,1053.60
2022-12-13 13:30,VN30F2306,1034.90,1011.00,1034.90,138,1034.90
2022-12-13 13:31,VN30F2212,1058.00,1026.00,1058.00,283002,1058.00
2022-12-13 13:31,VN30F2301,1053.50,1022.30,1053.60,9885,1053.60
2022-12-13 13:31,VN30F2303,1046.00,1015.50,1046.00,131,1046.00
2022-12-13 13:32,VN30F2212,1058.00,1026.00,1058.00,287343,1058.00
2022-12-13 13:32,VN30F2301,1053.50,1022.30,1053.60,10035,1053.60
2022-12-13 13:32,VN30F2306,1034.90,1011.00,1034.90,139,1034.90
2022-12-13 13:33,VN30F2212,1058.00,1026.00,1058.00,289912,1058.00
2022-12-13 13:33,VN30F2301,1053.50,1022.30,1053.60,10100,1053.60
2022-12-13 13:33,VN30F2303,1046.00,1015.50,1046.00,132,1046.00
2022-12-13 13:33,VN30F2306,1034.90,1011.00,1034.90,140,1034.90
2022-12-13 13:34,VN30F2212,1058.00,1026.00,1058.00,292094,1058.00
2022-12-13 13:34,VN30F2301,1053.50,1022.30,1053.60,10160,1053.60
2022-12-13 13:34,VN30F2306,1034.90,1011.00,1034.90,141,1034.90
2022-12-13 13:35,VN30F2212,1058.00,1026.00,1058.00,293621,1058.00
2022-12-13 13:35,VN30F2301,1053.50,1022.30,1053.60,10187,1053.60
2022-12-13 13:36,VN30F2212,1058.00,1026.00,1058.00,296187,1058.00
2022-12-13 13:36,VN30F2301,1053.50,1022.30,1053.60,10262,1053.60
2022-12-13 13:37,VN30F2212,1058.00,1026.00,1058.00,299169,1058.00
2022-12-13 13:37,VN30F2301,1053.50,1022.30,1053.60,10455,1053.60
2022-12-13 13:37,VN30F2306,1034.90,1011.00,1034.90,142,1034.90
2022-12-13 13:38,VN30F2212,1058.00,1026.00,1058.00,300765,1058.00
2022-12-13 13:38,VN30F2301,1053.50,1022.30,1053.60,10485,1053.60
2022-12-13 13:39,VN30F2212,1058.00,1026.00,1058.00,302049,1058.00
2022-12-13 13:39,VN30F2301,1053.50,1022.30,1053.60,10533,1053.60
2022-12-13 13:39,VN30F2303,1046.00,1015.50,1046.00,134,1046.00
2022-12-13 13:40,VN30F2212,1058.00,1026.00,1058.00,303515,1058.00
2022-12-13 13:40,VN30F2301,1053.50,1022.30,1053.60,10559,1053.60
2022-12-13 13:40,VN30F2303,1046.00,1015.50,1046.00,136,1046.00
2022-12-13 13:40,VN30F2306,1034.90,1011.00,1034.90,145,1034.90
2022-12-13 13:41,VN30F2212,1058.00,1026.00,1058.00,305361,1058.00
2022-12-13 13:41,VN30F2301,1053.50,1022.30,1053.60,10675,1053.60
2022-12-13 13:41,VN30F2303,1046.00,1015.50,1046.00,138,1046.00
2022-12-13 13:41,VN30F2306,1034.90,1011.00,1034.90,148,1034.90
2022-12-13 13:42,VN30F2212,1058.00,1026.00,1058.00,306591,1058.00
2022-12-13 13:42,VN30F2301,1053.50,1022.30,1053.60,10782,1053.60
2022-12-13 13:42,VN30F2306,1034.90,1011.00,1034.90,149,1034.90
2022-12-13 13:43,VN30F2212,1058.00,1026.00,1058.00,308728,1058.00
2022-12-13 13:43,VN30F2301,1053.50,1022.30,1053.60,10950,1053.60
2022-12-13 13:43,VN30F2303,1046.00,1015.50,1046.00,140,1046.00
2022-12-13 13:43,VN30F2306,1034.90,1011.00,1034.90,150,1034.90
2022-12-13 13:44,VN30F2212,1058.00,1026.00,1058.00,311934,1058.00
2022-12-13 13:44,VN30F2301,1053.50,1022.30,1053.60,11042,1053.60
2022-12-13 13:44,VN30F2303,1046.00,1015.50,1046.00,142,1046.00
2022-12-13 13:44,VN30F2306,1034.90,1011.00,1034.90,156,1034.90
2022-12-13 13:45,VN30F2212,1058.00,1026.00,1058.00,313613,1058.00
2022-12-13 13:45,VN30F2301,1053.50,1022.30,1053.60,11093,1053.60
2022-12-13 13:45,VN30F2303,1046.00,1015.50,1046.00,144,1046.00
2022-12-13 13:46,VN30F2212,1058.00,1026.00,1058.00,315361,1058.00
2022-12-13 13:46,VN30F2301,1053.50,1022.30,1053.60,11254,1053.60
2022-12-13 13:47,VN30F2212,1058.00,1026.00,1058.00,316744,1058.00
2022-12-13 13:47,VN30F2301,1053.50,1022.30,1053.60,11271,1053.60
2022-12-13 13:47,VN30F2303,1046.00,1015.50,1046.00,145,1046.00
2022-12-13 13:48,VN30F2212,1058.00,1026.00,1058.00,320665,1058.00
2022-12-13 13:48,VN30F2301,1053.50,1022.30,1053.60,11373,1053.60
2022-12-13 13:48,VN30F2303,1046.00,1015.50,1046.00,147,1046.00
2022-12-13 13:48,VN30F2306,1034.90,1011.00,1034.90,157,1034.90
2022-12-13 13:49,VN30F2212,1058.00,1026.00,1058.00,324568,1058.00
2022-12-13 13:49,VN30F2301,1053.50,1022.30,1053.60,11661,1053.60
2022-12-13 13:49,VN30F2303,1046.00,1015.50,1046.00,150,1046.00
2022-12-13 13:49,VN30F2306,1034.90,1011.00,1034.90,161,1034.90
2022-12-13 13:50,VN30F2212,1058.00,1026.00,1058.00,327573,1058.00
2022-12-13 13:50,VN30F2301,1053.50,1022.30,1053.60,11698,1053.60
2022-12-13 13:50,VN30F2303,1046.00,1015.50,1046.00,151,1046.00
2022-12-13 13:50,VN30F2306,1034.90,1011.00,1034.90,162,1034.90
2022-12-13 13:51,VN30F2212,1058.00,1026.00,1058.00,329648,1058.00
2022-12-13 13:51,VN30F2301,1053.50,1022.30,1053.60,11751,1053.60
2022-12-13 13:51,VN30F2303,1046.00,1015.50,1046.00,152,1046.00
2022-12-13 13:52,VN30F2212,1058.00,1026.00,1058.00,331168,1058.00
2022-12-13 13:52,VN30F2301,1053.50,1022.30,1053.60,11835,1053.60
2022-12-13 13:52,VN30F2303,1046.00,1015.50,1046.00,154,1046.00
2022-12-13 13:52,VN30F2306,1034.90,1011.00,1034.90,167,1034.90
2022-12-13 13:53,VN30F2212,1058.00,1026.00,1058.00,333459,1058.00
2022-12-13 13:53,VN30F2301,1053.50,1022.30,1053.60,11888,1053.60
2022-12-13 13:53,VN30F2306,1034.90,1011.00,1034.90,169,1034.90
2022-12-13 13:54,VN30F2212,1058.00,1026.00,1058.00,335640,1058.00
2022-12-13 13:54,VN30F2301,1053.50,1022.30,1053.60,11965,1053.60
2022-12-13 13:54,VN30F2303,1046.00,1015.50,1046.00,155,1046.00
2022-12-13 13:55,VN30F2212,1058.00,1026.00,1058.00,336871,1058.00
2022-12-13 13:55,VN30F2301,1053.50,1022.30,1053.60,11984,1053.60
2022-12-13 13:56,VN30F2212,1058.00,1026.00,1058.00,339240,1058.00
2022-12-13 13:56,VN30F2301,1053.50,1022.30,1053.60,12047,1053.60
2022-12-13 13:56,VN30F2306,1034.90,1011.00,1034.90,172,1034.90
2022-12-13 13:57,VN30F2212,1058.00,1026.00,1058.00,342822,1058.00
2022-12-13 13:57,VN30F2301,1053.50,1022.30,1053.60,12276,1053.60
2022-12-13 13:57,VN30F2306,1034.90,1011.00,1034.90,174,1034.90
2022-12-13 13:58,VN30F2212,1058.00,1026.00,1058.00,343924,1058.00
2022-12-13 13:58,VN30F2301,1053.50,1022.30,1053.60,12313,1053.60
2022-12-13 13:59,VN30F2212,1058.00,1026.00,1058.00,345890,1058.00
2022-12-13 13:59,VN30F2301,1053.50,1022.30,1053.60,12348,1053.60
2022-12-13 13:59,VN30F2306,1034.90,1011.00,1034.90,174,1034.90
2022-12-13 14:00,VN30F2212,1058.00,1026.00,1058.00,348561,1058.00
2022-12-13 14:00,VN30F2301,1053.50,1022.30,1053.60,12390,1053.60
2022-12-13 14:01,VN30F2212,1058.00,1026.00,1058.00,349776,1058.00
2022-12-13 14:01,VN30F2301,1053.50,1022.30,1053.60,12409,1053.60
2022-12-13 14:02,VN30F2212,1058.00,1026.00,1058.00,350725,1058.00
2022-12-13 14:02,VN30F2301,1053.50,1022.30,1053.60,12427,1053.60
2022-12-13 14:03,VN30F2212,1058.00,1026.00,1058.00,352827,1058.00
2022-12-13 14:03,VN30F2301,1053.50,1022.30,1053.60,12462,1053.60
2022-12-13 14:04,VN30F2212,1058.00,1026.00,1058.00,356668,1058.00
2022-12-13 14:04,VN30F2301,1053.50,1022.30,1053.60,12674,1053.60
2022-12-13 14:04,VN30F2303,1046.00,1015.50,1046.00,157,1046.00
2022-12-13 14:04,VN30F2306,1034.90,1011.00,1034.90,177,1034.90
2022-12-13 14:05,VN30F2212,1058.00,1026.00,1058.00,358882,1058.00
2022-12-13 14:05,VN30F2301,1053.50,1022.30,1053.60,12845,1053.60
2022-12-13 14:05,VN30F2306,1034.90,1011.00,1034.90,181,1034.90
2022-12-13 14:06,VN30F2212,1058.00,1026.00,1058.00,360863,1058.00
2022-12-13 14:06,VN30F2301,1053.50,1022.30,1053.60,12955,1053.60
2022-12-13 14:06,VN30F2303,1046.00,1015.50,1046.00,159,1046.00
2022-12-13 14:06,VN30F2306,1034.90,1011.00,1034.90,190,1034.90
2022-12-13 14:07,VN30F2212,1058.00,1026.00,1058.00,361756,1058.00
2022-12-13 14:07,VN30F2301,1053.50,1022.30,1053.60,12994,1053.60
2022-12-13 14:07,VN30F2306,1034.90,1011.00,1034.90,192,1034.90
2022-12-13 14:08,VN30F2212,1058.00,1026.00,1058.00,363763,1058.00
2022-12-13 14:08,VN30F2301,1053.50,1022.30,1053.60,13059,1053.60
2022-12-13 14:09,VN30F2212,1058.00,1026.00,1058.00,366463,1058.00
2022-12-13 14:09,VN30F2301,1053.50,1022.30,1053.60,13111,1053.60
2022-12-13 14:09,VN30F2303,1046.00,1015.50,1046.00,160,1046.00
2022-12-13 14:10,VN30F2212,1058.00,1026.00,1058.00,371734,1058.00
2022-12-13 14:10,VN30F2301,1053.50,1022.30,1053.60,13305,1053.60
2022-12-13 14:10,VN30F2303,1046.00,1015.50,1046.00,161,1046.00
2022-12-13 14:10,VN30F2306,1034.90,1011.00,1034.90,196,1034.90
2022-12-13 14:11,VN30F2212,1058.00,1026.00,1058.00,374433,1058.00
2022-12-13 14:11,VN30F2301,1053.50,1022.30,1053.60,13411,1053.60
2022-12-13 14:11,VN30F2303,1046.00,1015.50,1046.00,164,1046.00
2022-12-13 14:11,VN30F2306,1034.90,1011.00,1034.90,203,1034.90
2022-12-13 14:12,VN30F2212,1058.00,1026.00,1058.00,376566,1058.00
2022-12-13 14:12,VN30F2301,1053.50,1022.30,1053.60,13467,1053.60
2022-12-13 14:13,VN30F2212,1058.00,1026.00,1058.00,380171,1058.00
2022-12-13 14:13,VN30F2301,1053.50,1022.30,1053.60,13545,1053.60
2022-12-13 14:13,VN30F2303,1046.00,1015.50,1046.00,171,1046.00
2022-12-13 14:13,VN30F2306,1034.90,1011.00,1034.90,204,1034.90
2022-12-13 14:14,VN30F2212,1058.00,1026.00,1058.00,383238,1058.00
2022-12-13 14:14,VN30F2301,1053.50,1022.30,1053.60,13578,1053.60
2022-12-13 14:14,VN30F2303,1046.00,1015.50,1046.00,172,1046.00
2022-12-13 14:14,VN30F2306,1034.90,1011.00,1034.90,207,1034.90
2022-12-13 14:15,VN30F2212,1058.00,1026.00,1058.00,385754,1058.00
2022-12-13 14:15,VN30F2301,1053.50,1022.30,1053.60,13637,1053.60
2022-12-13 14:15,VN30F2303,1046.00,1015.50,1046.00,174,1046.00
2022-12-13 14:15,VN30F2306,1034.90,1011.00,1034.90,208,1034.90
2022-12-13 14:16,VN30F2212,1058.00,1026.00,1058.00,389393,1058.00
2022-12-13 14:16,VN30F2301,1053.50,1022.30,1053.60,13711,1053.60
2022-12-13 14:16,VN30F2303,1046.00,1015.50,1046.00,180,1046.00
2022-12-13 14:17,VN30F2212,1058.00,1026.00,1058.00,394090,1058.00
2022-12-13 14:17,VN30F2301,1053.50,1022.30,1053.60,13761,1053.60
2022-12-13 14:17,VN30F2306,1034.90,1011.00,1034.90,210,1034.90
2022-12-13 14:18,VN30F2212,1058.00,1026.00,1058.00,397403,1058.00
2022-12-13 14:18,VN30F2301,1053.50,1022.30,1053.60,13918,1053.60
2022-12-13 14:18,VN30F2303,1046.00,1015.50,1046.00,181,1046.00
2022-12-13 14:18,VN30F2306,1034.90,1011.00,1034.90,212,1034.90
2022-12-13 14:19,VN30F2212,1058.00,1026.00,1058.00,399961,1058.00
2022-12-13 14:19,VN30F2301,1053.50,1022.30,1053.60,13995,1053.60
2022-12-13 14:20,VN30F2212,1058.00,1026.00,1058.00,403043,1058.00
2022-12-13 14:20,VN30F2301,1053.50,1022.30,1053.60,14063,1053.60
2022-12-13 14:21,VN30F2212,1058.00,1026.00,1058.00,407773,1058.00
2022-12-13 14:21,VN30F2301,1053.50,1022.30,1053.60,14387,1053.60
2022-12-13 14:21,VN30F2303,1046.00,1015.50,1046.00,185,1046.00
2022-12-13 14:21,VN30F2306,1034.90,1011.00,1034.90,216,1034.90
2022-12-13 14:22,VN30F2212,1058.00,1026.00,1058.00,411713,1058.00
2022-12-13 14:22,VN30F2301,1053.50,1022.30,1053.60,14544,1053.60
2022-12-13 14:22,VN30F2306,1034.90,1011.00,1034.90,220,1034.90
2022-12-13 14:23,VN30F2212,1058.00,1026.00,1058.00,414172,1058.00
2022-12-13 14:23,VN30F2301,1053.50,1022.30,1053.60,14626,1053.60
2022-12-13 14:23,VN30F2303,1046.00,1015.50,1046.00,187,1046.00
2022-12-13 14:23,VN30F2306,1034.90,1011.00,1034.90,222,1034.90
2022-12-13 14:24,VN30F2212,1058.00,1026.00,1058.00,416621,1058.00
2022-12-13 14:24,VN30F2301,1053.50,1022.30,1053.60,14698,1053.60
2022-12-13 14:25,VN30F2212,1058.00,1026.00,1058.00,419891,1058.00
2022-12-13 14:25,VN30F2301,1053.50,1022.30,1053.60,14807,1053.60
2022-12-13 14:25,VN30F2303,1046.00,1015.50,1046.00,190,1046.00
2022-12-13 14:25,VN30F2306,1034.90,1011.00,1034.90,223,1034.90
2022-12-13 14:26,VN30F2212,1058.00,1026.00,1058.00,424982,1058.00
2022-12-13 14:26,VN30F2301,1053.50,1022.30,1053.60,14949,1053.60
2022-12-13 14:26,VN30F2303,1046.00,1015.50,1046.00,192,1046.00
2022-12-13 14:26,VN30F2306,1034.90,1011.00,1034.90,227,1034.90
2022-12-13 14:27,VN30F2212,1058.00,1026.00,1058.00,427508,1058.00
2022-12-13 14:27,VN30F2301,1053.50,1022.30,1053.60,15099,1053.60
2022-12-13 14:27,VN30F2303,1046.00,1015.50,1046.00,195,1046.00
2022-12-13 14:27,VN30F2306,1034.90,1011.00,1034.90,232,1034.90
2022-12-13 14:28,VN30F2212,1058.00,1026.00,1058.00,429423,1058.00
2022-12-13 14:28,VN30F2301,1053.50,1022.30,1053.60,15198,1053.60
2022-12-13 14:28,VN30F2306,1034.90,1011.00,1034.90,236,1034.90
2022-12-13 14:29,VN30F2212,1058.00,1026.00,1058.00,432430,1058.00
2022-12-13 14:29,VN30F2301,1053.50,1022.30,1053.60,15372,1053.60
2022-12-13 14:29,VN30F2303,1046.00,1015.50,1046.00,204,1046.00
2022-12-13 14:29,VN30F2306,1034.90,1011.00,1034.90,242,1034.90
2022-12-13 14:30,VN30F2212,1058.00,1026.00,1058.00,432860,1058.00
2022-12-13 14:30,VN30F2301,1053.50,1022.30,1053.60,15386,1053.60
2022-12-13 14:45,VN30F2212,1058.00,1026.00,1058.00,440197,1058.00
2022-12-13 14:45,VN30F2301,1053.50,1022.30,1053.60,15813,1053.60
2022-12-13 14:45,VN30F2303,1046.00,1015.50,1046.00,207,1046.00
2022-12-13 14:45,VN30F2306,1034.90,1011.00,1034.90,246,1034.90
2022-12-14 09:00,VN30F2212,1071.30,1048.50,1059.60,4918,1058.00
2022-12-14 09:00,VN30F2301,1068.00,1049.20,1059.00,472,1053.60
2022-12-14 09:00,VN30F2303,1055.10,1041.00,1047.30,6,1046.00
2022-12-14 09:00,VN30F2306,1048.80,1032.00,1038.60,2,1034.90
2022-12-14 09:01,VN30F2212,1071.30,1048.50,1059.60,7116,1059.60
2022-12-14 09:01,VN30F2301,1068.00,1049.20,1059.00,569,1059.00
2022-12-14 09:01,VN30F2303,1055.10,1041.00,1047.30,9,1047.30
2022-12-14 09:01,VN30F2306,1048.80,1032.00,1038.60,8,1038.60
2022-12-14 09:02,VN30F2212,1071.30,1048.50,1059.60,7875,1059.60
2022-12-14 09:02,VN30F2301,1068.00,1049.20,1059.00,678,1059.00
2022-12-14 09:02,VN30F2306,1048.80,1032.00,1038.60,12,1038.60
2022-12-14 09:03,VN30F2212,1071.30,1048.50,1059.60,8718,1059.60
2022-12-14 09:03,VN30F2301,1068.00,1049.20,1059.00,711,1059.00
2022-12-14 09:03,VN30F2303,1055.10,1041.00,1047.30,14,1047.30
2022-12-14 09:03,VN30F2306,1048.80,1032.00,1038.60,14,1038.60
2022-12-14 09:04,VN30F2212,1071.30,1048.50,1059.60,9186,1059.60
2022-12-14 09:04,VN30F2301,1068.00,1049.20,1059.00,736,1059.00
2022-12-14 09:04,VN30F2303,1055.10,1041.00,1047.30,24,1047.30
2022-12-14 09:05,VN30F2212,1071.30,1048.50,1059.60,10812,1059.60
2022-12-14 09:05,VN30F2301,1068.00,1049.20,1059.00,817,1059.00
2022-12-14 09:05,VN30F2303,1055.10,1041.00,1047.30,26,1047.30
2022-12-14 09:05,VN30F2306,1048.80,1032.00,1038.60,15,1038.60
2022-12-14 09:06,VN30F2212,1071.30,1048.50,1059.60,11375,1059.60
2022-12-14 09:06,VN30F2301,1068.00,1049.20,1059.00,830,1059.00
2022-12-14 09:06,VN30F2306,1048.80,1032.00,1038.60,17,1038.60
2022-12-14 09:07,VN30F2212,1071.30,1048.50,1059.60,11811,1059.60
2022-12-14 09:07,VN30F2301,1068.00,1049.20,1059.00,850,1059.00
2022-12-14 09:08,VN30F2212,1071.30,1048.50,1059.60,12489,1059.60
2022-12-14 09:08,VN30F2301,1068.00,1049.20,1059.00,915,1059.00
2022-12-14 09:08,VN30F2306,1048.80,1032.00,1038.60,18,1038.60
2022-12-14 09:09,VN30F2212,1071.30,1048.50,1059.60,13587,1059.60
2022-12-14 09:09,VN30F2301,1068.00,1049.20,1059.00,943,1059.00
2022-12-14 09:09,VN30F2303,1055.10,1041.00,1047.30,28,1047.30
2022-12-14 09:09,VN30F2306,1048.80,1032.00,1038.60,20,1038.60
2022-12-14 09:10,VN30F2212,1071.30,1048.50,1059.60,14957,1059.60
2022-12-14 09:10,VN30F2301,1068.00,1049.20,1059.00,982,1059.00
2022-12-14 09:10,VN30F2303,1055.10,1041.00,1047.30,29,1047.30
2022-12-14 09:10,VN30F2306,1048.80,1032.00,1038.60,21,1038.60
2022-12-14 09:11,VN30F2212,1071.30,1048.50,1059.60,16758,1059.60
2022-12-14 09:11,VN30F2301,1068.00,1049.20,1059.00,1101,1059.00
2022-12-14 09:11,VN30F2303,1055.10,1041.00,1047.30,32,1047.30
2022-12-14 09:11,VN30F2306,1048.80,1032.00,1038.60,24,1038.60
2022-12-14 09:12,VN30F2212,1071.30,1048.50,1059.60,17859,1059.60
2022-12-14 09:12,VN30F2301,1068.00,1049.20,1059.00,1142,1059.00
2022-12-14 09:12,VN30F2303,1055.10,1041.00,1047.30,33,1047.30
2022-12-14 09:12,VN30F2306,1048.80,1032.00,1038.60,25,1038.60
2022-12-14 09:13,VN30F2212,1071.30,1048.50,1059.60,18477,1059.60
2022-12-14 09:13,VN30F2301,1068.00,1049.20,1059.00,1152,1059.00
2022-12-14 09:14,VN30F2212,1071.30,1048.50,1059.60,19280,1059.60
2022-12-14 09:14,VN30F2301,1068.00,1049.20,1059.00,1165,1059.00
2022-12-14 09:15,VN30F2212,1071.30,1048.50,1059.60,20320,1059.60
2022-12-14 09:15,VN30F2301,1068.00,1049.20,1059.00,1183,1059.00
2022-12-14 09:15,VN30F2303,1055.10,1041.00,1047.30,34,1047.30
2022-12-14 09:16,VN30F2212,1071.30,1048.50,1059.60,20833,1059.60
2022-12-14 09:16,VN30F2301,1068.00,1049.20,1059.00,1204,1059.00
2022-12-14 09:16,VN30F2303,1055.10,1041.00,1047.30,35,1047.30
2022-12-14 09:16,VN30F2306,1048.80,1032.00,1038.60,26,1038.60
2022-12-14 09:17,VN30F2212,1071.30,1048.50,1059.60,22778,1059.60
2022-12-14 09:17,VN30F2301,1068.00,1049.20,1059.00,1280,1059.00
2022-12-14 09:17,VN30F2306,1048.80,1032.00,1038.60,29,1038.60
2022-12-14 09:18,VN30F2212,1071.30,1048.50,1059.60,23936,1059.60
2022-12-14 09:18,VN30F2301,1068.00,1049.20,1059.00,1317,1059.00
2022-12-14 09:18,VN30F2303,1055.10,1041.00,1047.30,36,1047.30
2022-12-14 09:19,VN30F2212,1071.30,1048.50,1059.60,24897,1059.60
2022-12-14 09:19,VN30F2301,1068.00,1049.20,1059.00,1342,1059.00
2022-12-14 09:20,VN30F2212,1071.30,1048.50,1059.60,25566,1059.60
2022-12-14 09:20,VN30F2301,1068.00,1049.20,1059.00,1354,1059.00
2022-12-14 09:20,VN30F2303,1055.10,1041.00,1047.30,37,1047.30
