Date,Portfolio Value
2023-01-03,40000000.0
2023-01-03,40000000.0
2023-01-03,40000000.0
2023-01-03,40000000.0
2023-01-03,40000000.0
2023-01-03,40000000.0
2023-01-03,40000000.0
2023-01-03,40000000.0
2023-01-03,40000000.0
2023-01-03,40000000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-04,43483000.0
2023-01-05,43483000.0
2023-01-05,43596000.0
2023-01-05,43596000.0
2023-01-05,43596000.0
2023-01-05,43596000.0
2023-01-05,43596000.0
2023-01-05,43596000.0
2023-01-05,43479000.0
2023-01-05,43479000.0
2023-01-05,43479000.0
2023-01-05,43479000.0
2023-01-05,43479000.0
2023-01-05,43479000.0
2023-01-05,43479000.0
2023-01-05,43479000.0
2023-01-05,43479000.0
2023-01-06,43072000.0
2023-01-06,43072000.0
2023-01-06,43072000.0
2023-01-06,42815000.0
2023-01-06,43578000.0
2023-01-06,43578000.0
2023-01-09,43471000.0
2023-01-09,43471000.0
2023-01-09,43471000.0
2023-01-09,43471000.0
2023-01-09,43334000.0
2023-01-09,43334000.0
2023-01-09,43270000.0
2023-01-09,43270000.0
2023-01-09,43270000.0
2023-01-10,43423000.0
2023-01-10,43423000.0
2023-01-10,43423000.0
2023-01-10,43196000.0
2023-01-10,43196000.0
2023-01-10,43196000.0
2023-01-10,43196000.0
2023-01-10,43196000.0
2023-01-10,43196000.0
2023-01-10,43196000.0
2023-01-10,43196000.0
2023-01-10,43199000.0
2023-01-10,43199000.0
2023-01-10,43199000.0
2023-01-10,43199000.0
2023-01-10,43199000.0
2023-01-10,43199000.0
2023-01-10,43199000.0
2023-01-10,43199000.0
2023-01-10,42702000.0
2023-01-10,42702000.0
2023-01-10,42702000.0
2023-01-10,42702000.0
2023-01-10,42702000.0
2023-01-10,42702000.0
2023-01-11,43205000.0
2023-01-11,43205000.0
2023-01-11,43205000.0
2023-01-11,43205000.0
2023-01-12,43148000.0
2023-01-12,43148000.0
2023-01-12,43148000.0
2023-01-12,43148000.0
2023-01-12,42961000.0
2023-01-12,42974000.0
2023-01-12,42974000.0
2023-01-12,42974000.0
2023-01-12,42974000.0
2023-01-12,42974000.0
2023-01-12,42974000.0
2023-01-12,42677000.0
2023-01-12,42677000.0
2023-01-12,42677000.0
2023-01-12,42677000.0
2023-01-12,42430000.0
2023-01-13,42430000.0
2023-01-13,42333000.0
2023-01-13,42333000.0
2023-01-13,42333000.0
2023-01-13,42333000.0
2023-01-13,42333000.0
2023-01-13,42333000.0
2023-01-13,42333000.0
2023-01-13,42266000.0
2023-01-13,42266000.0
2023-01-13,42266000.0
2023-01-13,42266000.0
