Date,Time,Price,Action,Position Type,Trade Price,Total Money,Total Point
2024-01-02,10:35:00,1137.6,Open,SHORT,1137.6,40000000.0,
2024-01-02,13:35:00,1133.7,Close,None,1133.7,40343000.0,343000.0
2024-01-03,09:00:00,1128.3,Open,SHORT,1128.3,40343000.0,
2024-01-03,10:35:00,1131.2,Close,None,1131.2,40006000.0,6000.0
2024-01-03,10:55:00,1133.8,Open,LONG,1133.8,40006000.0,
2024-01-04,13:00:00,1159.7,Close,None,1159.7,42549000.0,2549000.0
2024-01-04,13:05:00,1160.5,Open,LONG,1160.5,42549000.0,
2024-01-04,14:05:00,1165.2,Close,None,1165.2,42972000.0,2972000.0
2024-01-05,10:45:00,1154.4,Open,SHORT,1154.4,42972000.0,
2024-01-05,10:50:00,1156.6,Close,None,1156.6,42705000.0,2705000.0
2024-01-05,14:25:00,1163.4,Open,LONG,1163.4,42705000.0,
2024-01-08,10:30:00,1169.7,Close,None,1169.7,43288000.0,3288000.0
2024-01-08,13:25:00,1164.0,Open,SHORT,1164.0,43288000.0,
2024-01-08,13:55:00,1166.7,Close,None,1166.7,42971000.0,2971000.0
2024-01-10,10:35:00,1167.0,Open,LONG,1167.0,42971000.0,
2024-01-10,13:00:00,1164.1,Close,None,1164.1,42634000.0,2634000.0
2024-01-10,13:20:00,1161.8,Open,SHORT,1161.8,42634000.0,
2024-01-10,13:55:00,1164.0,Close,None,1164.0,42367000.0,2367000.0
2024-01-11,09:45:00,1172.1,Open,LONG,1172.1,42367000.0,
2024-01-11,10:45:00,1172.8,Close,None,1172.8,42390000.0,2390000.0
2024-01-11,14:10:00,1162.9,Open,SHORT,1162.9,42390000.0,
2024-01-11,14:20:00,1166.0,Close,None,1166.0,42033000.0,2033000.0
2024-01-12,09:10:00,1160.1,Open,SHORT,1160.1,42033000.0,
2024-01-12,10:40:00,1160.8,Close,None,1160.8,41916000.0,1916000.0
2024-01-15,09:00:00,1173.4,Open,LONG,1173.4,41916000.0,
2024-01-15,09:40:00,1171.4,Close,None,1171.4,41669000.0,1669000.0
2024-01-15,14:25:00,1163.7,Open,SHORT,1163.7,41669000.0,
2024-01-16,10:50:00,1161.6,Close,None,1161.6,41832000.0,1832000.0
2024-01-16,14:15:00,1167.3,Open,LONG,1167.3,41832000.0,
2024-01-17,13:00:00,1174.6,Close,None,1174.6,42515000.0,2515000.0
2024-01-18,13:25:00,1171.7,Open,LONG,1171.7,42515000.0,
2024-01-18,14:30:00,1172.8,Close_Future_Expired,None,1172.8,42577999.99999999,109999.9999999909
2024-01-19,10:10:00,1187.5,Open,LONG,1187.5,42577999.99999999,
2024-01-19,10:15:00,1185.2,Close,None,1185.2,42300999.99999999,-167000.00000000902
2024-01-22,09:00:00,1194.9,Open,LONG,1194.9,42300999.99999999,
2024-01-22,09:25:00,1192.5,Close,None,1192.5,42013999.99999999,-454000.000000009
2024-01-22,14:25:00,1196.0,Open,LONG,1196.0,42013999.99999999,
2024-01-23,09:00:00,1193.2,Close,None,1193.2,41686999.99999999,-781000.000000009
2024-01-23,11:25:00,1185.6,Open,SHORT,1185.6,41686999.99999999,
2024-01-24,09:30:00,1186.9,Close,None,1186.9,41509999.99999999,-958000.000000009
2024-01-24,09:40:00,1188.6,Open,LONG,1188.6,41509999.99999999,
2024-01-24,10:30:00,1186.6,Close,None,1186.6,41262999.99999999,-1205000.0000000088
2024-01-24,13:00:00,1189.5,Open,LONG,1189.5,41262999.99999999,
2024-01-24,13:30:00,1187.3,Close,None,1187.3,40995999.99999999,-1472000.0000000088
2024-01-24,14:10:00,1180.9,Open,SHORT,1180.9,40995999.99999999,
