SampleIndex,EMA_Short,EMA_Long,RSI_Period,RSI_lower,RSI_upper,ATR_period,Max_Loss,Min_Profit,ATR_Mult,Volume_Threshold,Volume_window,RSI_exit_threshold,Sharpe,mdd,net_profit
527,8,35,14,35,70,14,5.0,2.0,1.5,1.2,20,45,1.3948256016084557,-0.11041348999910293,15651000.000000015
528,5,25,14,35,55,14,3.0,1.0,2.0,1.2,10,55,1.537240010195883,-0.11887143290831802,22155999.999999978
529,5,30,18,30,70,14,3.5,2.0,1.5,0.8,20,45,2.0909704716665387,-0.09813192086880775,26849000.0
530,8,35,10,40,65,21,1.5,0.5,1.0,0.8,15,45,1.0435704338511054,-0.13220581690113573,14953000.000000022
531,15,25,10,35,55,10,1.5,0.5,2.0,1.2,15,55,0.5184853890202821,-0.19076178665094418,5907000.0
532,15,30,10,35,50,10,4.0,1.0,2.0,0.8,10,55,0.6100511281807812,-0.17660271212057588,8037999.999999985
533,12,30,10,25,70,21,2.5,1.0,2.0,0.8,10,55,1.2588784531965884,-0.12919704409066132,16415000.000000015
534,15,25,14,40,55,14,2.0,1.5,1.5,1.2,5,50,0.5858669264060617,-0.22061505305039783,7181999.999999985
535,12,20,18,25,60,21,5.0,2.0,1.5,0.8,20,55,1.3022243790239467,-0.143108410617205,17372000.0
536,10,25,14,40,60,21,2.0,0.5,1.5,0.8,15,50,0.9997245710834741,-0.14614843475202277,14177999.999999993
537,12,20,10,25,70,10,1.5,2.0,2.0,0.8,10,55,1.3759526845293417,-0.16486342082415031,18744000.000000015
538,10,30,10,30,50,10,4.0,2.0,1.5,1.2,10,50,1.1767193640022149,-0.16446556780260882,15394999.99999997
539,10,20,10,35,55,14,4.5,2.0,2.0,0.8,20,45,0.7178199138491965,-0.12333521829846177,10000999.999999985
540,12,35,18,35,55,14,3.5,1.0,1.5,1.4,10,50,1.0355390077114595,-0.1649495308353011,12169999.999999993
541,12,20,14,45,65,21,4.5,1.5,1.5,1.4,5,45,1.0091378516691984,-0.13505350021716,12166999.999999985
542,10,35,14,25,50,14,4.5,1.5,1.5,1.2,10,55,1.1419447803165033,-0.22066604419545602,14096999.99999997
543,10,30,14,45,50,14,4.0,0.5,1.5,1.0,20,55,1.04851653912358,-0.16065933288528908,14381999.999999985
544,8,30,18,25,60,21,4.0,1.0,2.0,1.2,10,55,0.9799140246325562,-0.24981781081475005,11658999.999999993
545,10,40,14,25,55,21,2.5,1.5,2.0,1.4,10,45,1.5024454552763542,-0.144128606409028,18341000.000000007
546,15,40,18,40,50,14,4.0,1.0,2.0,0.8,5,50,0.8211379467544407,-0.17213840273586792,11612000.000000007
547,15,25,14,35,55,10,5.0,1.0,1.5,0.8,20,45,1.222736230538029,-0.12769501966177854,16790000.0
548,15,35,10,45,55,14,3.5,2.0,1.0,1.4,5,50,1.2585546958471507,-0.12234061445569211,14646999.999999985
549,12,30,14,30,60,14,5.0,1.0,1.0,1.2,5,45,2.3212654524930447,-0.07162654719416797,30638999.999999985
550,10,40,18,40,70,14,2.0,2.0,1.0,0.8,15,45,1.9569888274536154,-0.09552276774357656,27180000.0
551,5,25,14,25,65,21,3.5,0.5,2.0,1.2,20,45,2.0789803095568633,-0.07830154294739412,26361999.999999985
552,15,30,10,25,60,21,5.0,1.5,1.5,1.4,5,45,0.951600056448451,-0.1294713516935739,11042000.0
553,8,40,10,40,55,21,1.5,1.0,1.5,0.8,15,55,0.8677584401786266,-0.15625902843699688,12297000.0
554,15,30,14,35,65,21,4.5,1.0,2.0,1.4,10,55,0.22531452160177623,-0.17824537196734488,2273999.999999985
555,10,35,14,30,50,14,2.0,2.0,1.5,1.4,20,55,0.7532821224023128,-0.17644067047012513,8655999.999999993
556,5,30,18,40,50,21,1.5,2.0,2.0,1.2,20,45,1.2179032436155475,-0.16241043909858693,15820999.99999997
557,12,25,10,30,50,21,5.0,0.5,2.0,1.4,5,50,0.28118065380346297,-0.22863114347891664,2933999.9999999925
558,8,35,18,40,60,21,2.5,2.0,2.0,0.8,5,50,1.3603871486013304,-0.13532935966780585,19447000.000000007
559,8,35,18,35,60,21,2.5,2.0,1.5,1.0,5,45,1.4439028373342884,-0.11499963145868652,20034000.0
560,15,25,18,35,55,10,4.0,0.5,1.5,0.8,10,55,0.8945133959608043,-0.15084278638760168,12312000.000000022
561,5,30,10,40,50,14,4.5,1.5,1.5,1.2,10,50,1.2404285843856189,-0.16994705573293448,17482999.999999948
562,12,25,18,25,60,21,4.0,0.5,2.0,1.4,5,45,0.27083218463000786,-0.27230512600874623,2807000.000000015
563,5,30,14,30,55,21,4.5,1.5,1.0,1.4,10,50,1.9510145757561008,-0.12498198068329233,25440000.0
564,15,25,10,40,50,10,3.5,0.5,2.0,1.4,5,55,0.02551810460305227,-0.2729885692807712,-218000.0000000149
565,12,25,10,30,65,21,3.0,2.0,1.0,1.4,15,50,1.397936465518308,-0.08761727219306613,15070999.999999985
566,12,25,18,40,55,10,2.0,0.5,1.0,1.0,10,55,0.7511567454399003,-0.142245924243653,9934000.0
567,8,20,10,25,65,21,4.0,0.5,1.0,1.2,20,55,2.0621617958009604,-0.08187986512925097,27702999.999999985
568,12,35,14,45,65,14,5.0,0.5,1.5,0.8,5,50,1.041349326511646,-0.18730797753999387,14858999.999999993
569,5,30,10,35,50,10,2.0,0.5,1.5,1.2,10,50,1.2161176108406802,-0.1680328678373199,16504999.999999948
570,15,40,18,25,55,14,3.5,2.0,2.0,1.0,20,50,1.0167212687791076,-0.17581212035024282,13281000.000000007
571,5,20,18,30,65,10,2.0,0.5,1.5,1.4,5,45,1.4379409542615693,-0.057555622438821105,15458000.000000015
572,12,35,10,40,50,10,2.5,2.0,1.5,1.4,20,45,1.1289696819444552,-0.16008346072800875,14124999.999999993
573,10,40,18,25,70,21,2.5,2.0,1.0,1.2,20,50,2.075344655732025,-0.0838320855838008,20931000.000000015
574,12,35,18,35,55,14,4.0,1.5,1.0,1.0,20,45,1.7773477944663496,-0.11148761795937655,25539000.0
575,5,20,10,40,70,10,5.0,1.0,1.0,1.2,20,50,1.8759669129633316,-0.10179620153175144,25232000.0
576,10,35,18,40,70,14,4.0,1.0,2.0,1.2,5,50,1.112308148331877,-0.171725290298018,14855999.999999993
577,8,40,10,35,65,21,4.0,1.0,1.0,1.4,20,55,2.237466011723391,-0.0749185667752443,28053000.0
578,15,25,18,40,70,14,4.5,1.5,1.5,1.0,15,50,1.4459728426262088,-0.10461633472286541,18003000.000000007
579,15,35,10,30,70,21,2.0,1.5,2.0,1.4,20,55,0.865473685606792,-0.1560707252333246,9686000.000000007
580,8,30,14,25,70,21,4.5,2.0,1.0,0.8,5,55,2.3166169018402125,-0.06700398650720638,32437000.00000003
581,12,20,14,45,70,21,3.5,0.5,2.0,1.2,20,45,1.519280042912848,-0.08296100256869308,18906000.0
582,12,25,18,40,60,21,3.5,0.5,1.0,0.8,20,55,1.2488305138993145,-0.1145917794548743,17357000.000000015
583,12,30,14,40,60,14,2.5,1.5,1.0,0.8,20,55,1.2719854725707846,-0.15549374544480984,17434000.000000015
584,8,25,18,40,65,10,3.0,1.0,1.0,0.8,15,50,1.1763991904543607,-0.08216669845508294,16433000.0
585,5,25,14,45,50,14,4.0,0.5,1.0,1.4,10,45,1.921836170130385,-0.07773605896259216,26475999.99999997
586,5,25,18,35,70,14,4.0,1.5,1.0,1.2,20,55,2.076304566257136,-0.07675417127033188,26410000.000000015
587,8,35,18,35,60,21,4.5,1.0,1.5,1.2,10,55,1.2674641708839862,-0.11135605217918884,16825999.999999985
588,15,40,14,30,65,14,2.5,0.5,1.5,1.0,15,55,1.2204335558862802,-0.1277106121665708,14709000.0
589,12,30,14,25,70,10,4.5,1.0,2.0,0.8,20,45,1.6356606383749688,-0.10174946686675618,21140000.000000015
590,8,35,10,40,70,10,2.0,2.0,1.0,0.8,10,55,1.1530055347241295,-0.13268820100425158,16121000.00000003
591,15,25,18,30,65,10,3.5,1.5,1.0,1.2,15,55,1.884381114934576,-0.11768929250591828,21924000.000000007
592,15,35,10,25,65,21,2.0,2.0,1.5,1.0,15,55,1.3789427137448587,-0.12137182255859552,18214000.0
593,15,35,18,25,55,14,4.0,1.0,1.0,1.0,20,55,1.7708334378822057,-0.10642213216441986,22408999.999999985
594,8,30,18,35,60,21,2.5,1.5,1.5,1.4,10,55,0.8741707375092456,-0.13753721907248018,10005999.999999993
595,10,40,10,40,50,21,3.5,0.5,1.0,1.0,20,45,1.4622940704220644,-0.1211515214828301,21157999.999999978
596,15,40,14,35,65,21,2.5,1.5,1.0,1.0,15,50,2.0066146911512828,-0.10992345355492725,26912000.000000015
597,10,25,14,35,55,14,5.0,1.5,2.0,1.2,20,45,1.5109689052538293,-0.09084280012281228,20281999.99999997
598,15,40,14,30,70,14,2.0,2.0,1.0,1.4,5,45,1.7819406782313205,-0.08692175303791551,18582000.000000007
599,10,40,14,40,65,10,2.0,2.0,1.5,1.2,10,45,0.5798236985438019,-0.1577169438650253,6961999.999999978
600,5,35,18,35,65,21,2.0,2.0,2.0,1.0,20,50,0.7251324309520296,-0.17598523697145013,8925999.999999993
601,15,40,18,45,60,21,3.5,2.0,1.0,1.4,5,50,1.3134838157673099,-0.11314839606175155,15341000.0
602,5,20,10,45,50,21,1.5,1.5,2.0,1.2,10,55,1.3957400730719727,-0.10084336891691675,19718999.999999963
603,15,30,18,35,55,10,1.5,1.5,2.0,1.4,5,55,-0.40984549825605304,-0.2503852799701116,-4645000.000000007
604,5,25,10,30,55,21,3.5,1.5,1.0,1.0,20,50,0.8451441313246806,-0.13453401323641095,11770999.999999978
605,12,35,18,30,50,21,3.5,1.5,1.5,1.4,10,45,1.467489978747381,-0.18020263093389968,17720000.000000015
606,10,30,18,40,50,21,2.0,0.5,1.5,1.0,10,50,0.6109553333360882,-0.17856378806246906,7780999.999999985
607,10,40,18,40,50,21,4.5,1.5,2.0,1.4,20,55,1.3667428168929399,-0.1240245795326485,17806000.000000015
608,15,35,18,40,50,14,2.5,1.0,2.0,1.2,15,50,1.0708452494827494,-0.14217739639676266,14583999.999999985
609,10,20,18,40,70,21,3.0,1.5,2.0,1.2,5,55,1.615410097294652,-0.12677736158476346,21496999.999999993
610,5,30,10,25,60,21,2.0,1.5,1.5,0.8,20,50,0.9765889760442963,-0.16740292126825826,13354999.99999997
611,10,40,10,40,50,21,3.5,0.5,1.5,0.8,10,50,0.8490480787912082,-0.19218112957635702,12379999.999999985
612,10,20,10,25,55,10,3.5,0.5,1.5,1.2,10,50,1.6485665372999714,-0.14277958740499438,23090999.999999993
613,5,35,10,45,60,21,2.5,0.5,2.0,1.2,15,50,1.2773786307738138,-0.1406383806928765,17456999.999999963
614,10,35,10,30,70,21,1.5,1.5,1.5,1.2,5,55,0.9439172824963349,-0.17507304146943567,11968000.000000007
615,8,25,18,45,60,14,4.0,1.0,1.0,1.2,5,45,0.8788721132025696,-0.11773560209424083,12091999.999999978
616,8,20,14,30,60,10,3.0,1.0,1.5,0.8,10,45,1.4241093331432078,-0.10144951435497462,21039999.999999978
617,15,35,18,45,60,14,1.5,0.5,2.0,1.2,10,45,0.23480754957886918,-0.2257626363838787,2284000.0
618,15,25,14,45,65,14,5.0,1.0,2.0,1.2,5,55,0.8759577068054346,-0.1519135802469136,11441999.999999978
619,15,30,10,25,60,10,2.0,2.0,1.5,0.8,10,50,0.9888437323640865,-0.1395232596218483,13012999.999999978
620,10,20,14,40,50,10,5.0,2.0,1.5,0.8,15,45,0.8313948556594015,-0.12398549473320672,11988999.999999978
621,12,25,10,25,60,21,3.5,0.5,1.5,1.4,5,45,1.1451098260804167,-0.17893139923938567,14229000.0
622,15,35,10,40,65,21,2.5,1.5,1.0,1.0,10,45,1.6327763113327065,-0.0903459041985046,23758000.000000007
623,10,35,14,35,60,21,5.0,2.0,2.0,0.8,20,55,1.6231644447928706,-0.12394907876691896,24583000.000000015
624,15,20,14,35,60,21,4.0,1.0,2.0,1.2,5,50,1.6334114379739326,-0.10410840552031467,23644999.999999985
625,5,40,10,30,50,14,2.0,1.0,1.0,1.2,10,50,2.0525350220589687,-0.06330762295903059,27557999.999999955
626,12,20,18,25,60,14,5.0,2.0,1.5,1.0,10,45,1.7094863121355885,-0.12753577357893905,22303000.0
627,10,30,10,35,65,10,4.5,2.0,1.0,1.2,10,45,1.8288071285807757,-0.0733572632041609,23247999.99999997
628,10,25,10,45,55,21,3.0,1.0,1.5,1.4,20,55,1.1961689447421184,-0.15546403882923943,15500999.999999985
629,8,35,14,30,55,14,3.5,0.5,1.0,1.0,20,45,1.3145557337315112,-0.12271509139634404,17513999.99999997
630,5,35,18,25,65,21,4.0,1.0,2.0,0.8,10,45,1.2183749881319734,-0.169402390438247,16511000.000000007
631,15,40,10,35,65,21,3.0,0.5,1.0,1.2,15,45,1.604134390184615,-0.10691064882559698,19385000.000000015
632,12,35,14,35,70,14,2.5,1.5,2.0,1.2,20,45,1.477959587818086,-0.1396673330064495,19122000.000000015
633,10,20,18,30,70,14,3.0,1.5,1.5,1.0,10,50,2.1797968977852666,-0.06915346227261228,26594000.0
634,8,25,18,40,50,10,3.5,0.5,1.5,0.8,5,55,0.38235926959659894,-0.16308433734939734,4430000.000000007
635,8,20,18,45,65,10,2.5,1.0,2.0,1.0,20,45,1.2131923298665808,-0.14118644067796635,16150999.999999993
636,10,30,14,30,60,10,3.0,0.5,1.0,1.4,20,45,1.8936199500353916,-0.08837752209438035,21320999.999999993
637,15,20,18,40,60,21,4.5,0.5,1.0,1.2,15,55,1.4293916829184403,-0.09579580043571628,18520999.999999993
638,8,30,10,35,65,14,1.5,1.0,1.0,0.8,20,55,1.3292782602698383,-0.11839258588679351,17780000.0
639,15,20,10,30,70,21,2.5,0.5,1.5,1.2,10,55,1.8101581654511065,-0.08977947840096652,24234000.0
640,5,30,14,35,50,10,4.5,0.5,1.0,1.0,20,55,1.0859694104657749,-0.11768518706070599,15219999.999999963
641,8,40,18,40,70,14,5.0,0.5,1.0,1.0,20,45,2.0173962529747964,-0.08285014461065829,26329000.0
642,15,25,10,25,60,21,2.0,0.5,2.0,1.4,15,50,0.8558376863643467,-0.2276577865594693,10220999.999999985
643,12,40,14,30,65,14,4.5,0.5,2.0,1.0,10,50,1.360161277517078,-0.11705293745459658,19524000.0
644,12,30,14,25,55,21,5.0,2.0,1.5,1.4,20,50,1.1519268427015432,-0.191535681630165,13663999.999999993
645,10,30,10,30,55,10,4.0,1.5,2.0,1.0,15,50,1.2410788156995067,-0.13975046761628732,17186999.999999985
646,5,20,10,35,70,10,1.5,2.0,2.0,0.8,20,55,1.3089889147767755,-0.12551912664061562,18418000.000000007
647,15,25,10,45,50,14,2.0,1.0,1.5,0.8,5,50,0.449014527356273,-0.1876300554216369,5522000.00000003
648,5,25,18,45,50,10,5.0,1.0,1.5,0.8,5,45,0.5023102584792548,-0.18664342520971786,6705999.99999997
649,5,30,14,35,70,14,5.0,2.0,1.0,1.4,5,55,1.6285790616455502,-0.08358717245293726,18598000.0
650,10,25,18,35,55,14,5.0,1.0,1.5,0.8,20,55,0.8867276545524277,-0.1509258655538892,12220999.999999993
651,5,25,14,35,50,14,3.0,1.0,1.0,1.4,15,50,1.7781836561183983,-0.09522209387797949,23175999.99999997
652,12,25,18,45,50,14,5.0,1.5,1.0,1.4,15,50,1.7361842118799247,-0.12048827966582838,23462999.999999978
653,15,25,18,30,65,10,5.0,1.5,2.0,1.4,10,55,0.7620755149549,-0.18900456861711457,8450000.0
654,15,30,10,40,60,10,2.5,0.5,1.0,1.2,20,55,1.6768708155547316,-0.10699091754556055,20580999.999999985
655,15,25,18,25,60,10,3.5,1.5,1.0,0.8,20,45,1.8970758731720803,-0.10697872599446082,23591000.000000022
656,12,35,10,35,55,21,3.5,0.5,1.0,1.4,20,45,1.7982389995353274,-0.09014787468806071,21658999.999999993
657,12,35,18,40,70,21,4.0,2.0,2.0,1.0,15,45,1.8229803401643152,-0.10983328043612181,24620000.000000007
658,10,35,18,45,55,14,1.5,2.0,2.0,1.2,5,55,0.9214821308318065,-0.17726763717805155,13577999.999999963
659,12,30,10,25,50,14,3.0,1.0,1.0,1.4,20,45,1.8744812122426635,-0.11752568811125323,21822999.999999993
660,5,40,10,45,55,10,2.5,1.5,2.0,1.4,10,45,1.3783775652854147,-0.1592038791616789,19250999.999999985
661,5,25,14,35,65,10,4.0,2.0,2.0,1.4,5,50,0.9054825358897048,-0.14783735554044866,10346999.999999985
662,10,30,18,45,70,21,2.5,2.0,2.0,0.8,15,45,1.7244569998011496,-0.10121807610215633,23478000.000000007
663,5,35,18,35,70,21,4.0,0.5,2.0,0.8,5,50,1.7171534626479197,-0.08470207521965706,24356000.0
664,10,35,18,35,65,10,5.0,1.0,2.0,1.4,5,55,0.43483540459019443,-0.1628346662030598,4883999.999999993
665,15,35,18,45,50,14,3.5,2.0,2.0,1.0,10,50,0.9685400813865712,-0.1985922360972713,14693999.999999985
666,5,25,14,40,60,21,3.0,2.0,2.0,1.4,5,50,0.23228403151674007,-0.16148219950652098,2344999.99999997
667,5,30,10,40,50,10,3.0,1.5,1.5,1.2,10,45,1.3308670796415476,-0.1834994037633647,19100999.999999948
668,5,40,10,45,50,14,1.5,0.5,1.0,1.4,10,50,1.3812277356899672,-0.1446596429247365,17216999.999999978
669,12,40,18,25,50,14,2.5,1.0,1.0,1.0,5,45,1.6121621943755327,-0.17238163402520257,21431999.999999985
670,5,35,10,40,60,14,1.5,1.5,1.5,0.8,5,55,0.5444616407620246,-0.21838470685081898,6936999.99999997
671,12,20,10,45,65,21,3.0,1.0,1.0,0.8,20,45,1.094273385046518,-0.16468177519352692,16128000.0
672,12,40,18,35,70,10,3.0,1.5,2.0,1.0,5,55,1.892223596782263,-0.10230025609671689,28335000.0
673,15,40,14,45,60,21,4.0,1.5,1.5,1.0,10,45,0.5501889418365018,-0.17491999482047374,7019000.000000022
674,10,35,10,25,55,14,3.5,0.5,1.5,1.4,15,45,1.144655004564153,-0.24400359143186967,14047999.999999985
675,15,40,10,45,55,10,4.5,1.0,1.5,1.4,5,50,0.7474888283918697,-0.14174540239581576,8591000.0
676,8,25,18,25,70,10,3.0,0.5,1.0,1.2,5,55,2.1059562863800094,-0.1074027455453723,22275000.000000007
677,12,30,14,25,70,21,2.5,1.0,1.5,1.4,15,45,0.9404926458763351,-0.14983400114481935,10093000.000000007
678,15,25,18,40,50,21,3.5,0.5,2.0,1.0,15,50,0.7959347929980645,-0.13455231512501312,10288000.0
679,5,20,14,35,65,14,4.5,0.5,1.5,1.2,20,55,2.114895097453117,-0.07105195322569306,27706999.999999985
680,15,25,10,40,60,21,4.0,1.0,1.0,1.2,20,50,1.5970108300894827,-0.09052267241510169,19910000.0
681,15,25,18,30,65,21,3.5,1.5,2.0,1.2,5,50,0.805079616067163,-0.21940376025760866,9600000.000000007
682,15,35,18,35,60,21,3.0,2.0,1.5,0.8,20,55,1.517845074962727,-0.09687990399704606,21178000.000000022
683,5,35,14,35,70,21,4.5,1.0,1.0,1.2,5,50,1.9951371059121799,-0.07178997419381059,27218000.0
684,12,25,10,45,70,10,1.5,1.5,2.0,0.8,5,45,0.4751775458115023,-0.1909485430874146,5831000.000000037
685,8,35,14,25,50,10,3.5,1.0,1.0,1.4,10,50,1.7306386004351253,-0.17421011138288625,19096999.999999993
686,8,20,14,30,50,21,5.0,1.5,2.0,1.2,5,55,1.350244517286363,-0.13149916943521578,18983999.999999993
687,8,30,18,25,70,10,1.5,2.0,1.5,1.0,5,45,1.6889799190971297,-0.1365816188835143,19964000.000000007
688,10,35,10,25,55,10,2.5,2.0,2.0,1.2,20,50,1.6290731146821527,-0.1444408804779278,21992999.99999997
689,15,40,14,25,70,14,3.0,0.5,1.0,1.2,15,55,2.2289372404491847,-0.07395898073337477,24919000.0
690,12,40,18,30,70,21,2.5,2.0,1.5,1.4,15,55,0.3878004768566198,-0.163289602689201,4122000.0000000224
691,12,40,14,25,55,14,2.5,1.0,1.5,0.8,10,55,1.4180974610269803,-0.14230266622457144,18562999.999999993
692,12,40,10,25,50,21,2.0,1.5,1.0,0.8,15,45,1.4594432162035806,-0.1176254064334063,21055999.999999993
693,5,30,14,25,60,10,1.5,1.0,1.0,1.0,5,55,1.346606414106691,-0.12748690510981722,17663999.999999993
694,8,35,18,45,50,10,2.0,1.5,1.5,1.4,20,50,1.2142611519354547,-0.15071039154138427,14970999.999999993
695,8,25,10,45,55,10,4.5,1.0,1.5,1.0,10,50,0.6408262740395901,-0.17245764450096432,8808999.999999985
696,15,35,14,25,55,10,4.5,1.0,1.0,1.4,20,45,1.6994389758443735,-0.08192760780792337,17656000.0
697,10,25,14,45,70,21,4.5,1.0,1.0,1.0,15,45,1.718809042749146,-0.10798804488069401,24747000.0
698,5,25,18,40,65,21,4.5,0.5,1.0,1.0,15,55,1.6264071008580512,-0.10637752194232308,23132999.99999997
699,8,40,14,35,65,21,5.0,1.5,2.0,1.4,20,50,1.204736403069665,-0.11719942343564509,14871000.000000007
700,8,20,14,35,50,21,4.0,1.0,1.5,1.2,5,55,1.2803888729081705,-0.13558783669320668,19230999.999999985
701,5,30,18,25,50,10,2.0,1.0,1.0,1.0,15,55,1.006342846912912,-0.17899022455946909,12900999.999999978
702,10,30,18,45,60,14,3.5,1.5,2.0,0.8,20,45,1.1202389076667068,-0.16390147574801223,15798000.000000022
703,12,20,18,30,50,10,2.5,0.5,1.0,1.2,10,45,1.5651957776967365,-0.15555125558995508,20765000.000000007
704,15,40,14,45,60,10,4.0,0.5,1.0,1.4,15,55,1.1534874306184666,-0.1353032324710539,14210999.999999993
705,5,30,10,35,65,14,2.0,0.5,2.0,1.4,10,55,0.7876709292062283,-0.17022828224790595,9155999.99999997
706,8,35,18,25,60,21,1.5,2.0,1.5,1.0,10,50,1.6623613861287903,-0.1559404506748537,21175000.0
707,15,25,10,40,55,14,2.0,1.5,1.0,0.8,20,50,0.6800316763205495,-0.18093334813663464,9252000.000000015
708,12,40,10,35,60,10,5.0,0.5,2.0,1.4,5,50,0.718930861327475,-0.1721140925050934,8799000.0
709,12,30,18,45,65,10,1.5,0.5,2.0,1.4,20,50,0.5131323684447472,-0.15460518988751515,5520999.999999993
710,10,30,14,40,65,14,3.0,1.5,2.0,1.0,10,45,1.3839684353533077,-0.08472215055982688,18694999.999999993
711,12,25,18,45,70,14,2.5,1.0,2.0,1.0,20,50,1.4023315006881691,-0.11073471845829527,17999000.000000007
712,12,30,18,30,70,21,3.5,2.0,2.0,1.0,20,45,1.2455460746828007,-0.13217196414017915,15005000.000000015
713,10,25,18,30,65,21,2.5,2.0,2.0,1.0,10,50,1.3041497701350944,-0.14777416379435906,16018000.000000007
714,15,35,18,35,50,21,3.5,2.0,2.0,1.0,15,45,1.0588935057847173,-0.1347562918126791,14712000.000000007
715,15,25,10,25,70,10,3.0,0.5,2.0,1.4,10,50,0.7317395048316079,-0.2215345979640341,8286000.000000007
716,15,25,10,40,70,14,3.5,1.5,1.0,1.0,5,50,1.511275173757279,-0.09581817865409041,21583000.000000015
717,5,25,14,45,70,21,3.5,2.0,1.0,0.8,5,55,1.6796655719637,-0.10715573643810207,27596000.0
718,5,20,18,45,55,10,5.0,0.5,1.5,0.8,5,55,0.6220079352562113,-0.15117870386720803,9019999.999999978
719,12,20,14,35,60,14,3.0,1.0,1.5,1.4,5,55,0.9068480744677762,-0.09923605364943165,10155999.999999985
720,10,30,18,45,65,10,5.0,1.0,2.0,1.4,10,45,0.6965841051182486,-0.16127365062244375,8230000.0
721,10,30,18,25,70,14,2.5,1.0,2.0,1.4,10,50,1.4856475732711605,-0.11665004985044865,14793000.000000007
722,8,25,18,40,65,10,2.0,0.5,1.0,1.0,15,50,1.3930918068810711,-0.09472778473091356,18106999.999999985
723,10,35,10,35,50,21,1.5,1.0,2.0,0.8,20,45,0.7251762695198257,-0.18912046984672706,9829999.999999993
724,12,35,18,30,50,10,2.5,0.5,2.0,0.8,10,55,0.8637207151184548,-0.15812860918077704,11721999.999999985
725,12,25,14,45,70,21,2.5,1.0,1.0,0.8,15,55,1.4703902681214513,-0.13030929818654113,21270000.000000022
726,5,30,10,35,50,10,3.0,1.5,1.5,1.0,20,45,0.36891693888136445,-0.18623797074039086,4158999.9999999627
727,8,35,14,25,70,21,4.0,1.5,2.0,1.4,10,55,1.106083490846618,-0.16760366910428204,12646000.000000007
728,12,35,10,40,55,21,4.0,1.5,2.0,1.0,15,50,1.1534543209409522,-0.14699526952052785,16858999.999999978
729,12,40,18,25,70,14,2.0,1.0,1.5,1.0,15,50,1.3836915853447702,-0.16971582018043777,15651000.000000007
730,15,40,10,40,60,21,4.0,1.0,2.0,1.2,15,50,0.5677130038286927,-0.1794356105838727,6851000.0
731,5,40,18,35,50,10,2.5,0.5,1.0,0.8,10,55,1.2286657875735225,-0.12044660428129618,17542999.999999993
732,12,20,10,30,50,10,3.0,0.5,1.5,1.4,15,45,1.3304978753502623,-0.1332736053143367,16354999.999999993
733,15,30,18,45,50,10,4.5,0.5,2.0,1.0,10,55,0.8676372725512618,-0.19416341600784318,12452999.999999985
734,10,25,18,40,70,21,5.0,0.5,1.5,1.4,10,55,1.0743011325920144,-0.12467752254762317,13103999.999999993
735,5,40,14,30,70,14,2.0,1.0,1.0,1.4,5,55,1.7345025193692643,-0.07208838978445958,18533000.000000007
736,12,20,14,25,60,14,4.0,1.0,1.5,1.4,15,50,1.4743370047597395,-0.10715009114847072,17360999.999999985
737,10,40,18,35,55,10,5.0,1.5,1.5,1.2,10,55,0.9261131864753782,-0.1483883924088763,12492999.999999978
738,12,30,18,40,50,10,4.5,0.5,1.0,1.0,5,55,0.8396156905506368,-0.14484969536245987,11742999.999999985
739,15,20,10,25,70,14,5.0,0.5,1.5,1.0,5,55,1.5020689927401092,-0.08526434195725534,20103000.000000007
740,10,40,10,45,60,10,3.0,1.5,2.0,1.2,5,55,1.1942126767225059,-0.15448529884146722,18100999.999999978
741,10,20,18,45,70,10,2.5,0.5,1.0,1.4,20,45,1.5633757257167968,-0.0689308986210033,16372000.000000007
742,12,30,14,25,70,10,4.5,2.0,2.0,1.4,15,55,0.7186427643432493,-0.20344772618586718,7863000.000000007
743,12,25,10,45,55,10,2.0,2.0,1.0,1.0,5,50,0.7676838397091008,-0.15265944697448394,10806000.0
744,10,20,14,30,70,21,4.5,1.5,1.0,1.2,20,50,2.183287105494218,-0.07304384505424975,26460000.0
745,15,35,18,30,60,10,2.5,2.0,1.0,1.2,20,45,1.9489168733533495,-0.08233305156382062,23200000.00000003
746,5,35,18,30,50,21,5.0,0.5,1.0,1.2,20,45,2.2028284924494046,-0.09076975476839239,29828999.99999997
747,8,35,10,45,60,10,5.0,1.5,1.5,1.0,15,50,1.3280572582231351,-0.13601595727143873,19408999.999999978
748,8,35,18,45,55,14,1.5,1.5,1.0,0.8,5,55,0.8340115640329309,-0.17165948032598133,12688999.999999978
749,12,25,10,25,65,21,3.5,1.0,1.5,1.4,10,55,1.1610743889540072,-0.20610406721817812,14037999.999999993
750,10,35,10,45,65,21,2.5,0.5,1.5,1.4,5,45,0.9359377139732324,-0.12240922720010505,11154999.999999985
751,10,40,18,25,50,21,1.5,2.0,1.5,1.0,10,45,1.1210130690260671,-0.20633208157845606,14464999.999999993
752,12,40,18,30,60,21,3.0,2.0,2.0,1.4,5,55,0.9843730674893538,-0.1655984564547249,11210000.000000022
753,10,35,10,35,60,21,5.0,1.5,1.5,1.0,20,45,1.3115553690353106,-0.12438599883968274,18020999.999999978
754,15,40,10,35,55,21,3.5,1.5,1.5,1.4,20,50,1.1051333997113186,-0.10002204249114047,13111000.000000022
755,15,25,18,35,65,14,4.0,0.5,1.5,1.0,20,45,0.8116776005478773,-0.1194214583775374,9802000.000000015
