SampleIndex,EMA_Short,EMA_Long,RSI_Period,RSI_lower,RSI_upper,ATR_period,Max_Loss,Min_Profit,ATR_Mult,Volume_Threshold,Volume_window,RSI_exit_threshold,Sharpe,mdd,net_profit
1,10,30,18,25,60,10,5.0,2.0,1.5,1.4,5,50,0.20772312107790034,-0.23770749921274012,2077000.0
2,10,30,18,30,60,14,4.5,0.5,1.0,1.0,15,55,2.5496257405771887,-0.0703486365205385,35083999.999999985
3,15,35,10,40,60,14,2.0,1.0,1.5,1.0,10,45,0.618327378700891,-0.22007502318132,7981999.999999985
4,15,25,14,45,55,14,3.5,0.5,2.0,1.0,10,50,0.7336206959808245,-0.16793368552162502,10189000.0
5,8,20,14,25,55,14,4.5,2.0,1.5,1.0,15,50,0.9019941989235488,-0.15143896907578994,11894999.999999993
6,10,35,14,35,70,21,4.5,0.5,1.0,1.0,20,45,2.106793962269372,-0.08515268677795013,28426000.000000015
7,15,40,10,35,50,21,3.0,1.0,1.0,1.0,10,50,1.0566453989240332,-0.13423645320197036,14504999.999999985
8,5,20,18,35,60,21,1.5,2.0,1.0,1.4,5,55,1.47336804854838,-0.10300853165693785,16690999.999999993
9,8,40,14,35,70,10,5.0,1.0,2.0,1.2,10,50,1.4162360960123983,-0.10641389168795257,19319999.999999993
10,8,20,14,30,70,21,4.0,0.5,1.5,0.8,10,45,1.4978341979978844,-0.09272340717371923,20831000.000000015
11,15,40,10,25,55,10,1.5,1.0,1.5,1.2,5,50,1.1785597601349191,-0.16398530529516078,15385999.999999993
12,12,35,18,25,65,14,1.5,1.0,1.0,1.0,5,55,2.179268332557757,-0.06411054400597535,25578000.0
13,8,30,18,30,55,21,1.5,0.5,2.0,1.4,5,50,0.07188454398556854,-0.27006958389763247,449000.0
14,5,40,14,25,70,10,3.0,0.5,2.0,0.8,15,55,1.8280695440172214,-0.1077553409423471,26971000.0
15,8,20,18,25,60,21,3.0,1.5,1.5,0.8,20,45,1.664138845474364,-0.1358224200753129,22907000.000000007
16,10,20,10,25,60,21,1.5,1.5,2.0,0.8,15,45,1.3626647843475592,-0.13251741226895283,19030999.999999993
17,8,40,14,30,60,21,2.0,1.5,2.0,1.4,5,50,0.6793257168828377,-0.174466785885637,7604000.000000015
18,10,25,18,40,55,14,4.0,0.5,1.0,0.8,5,50,0.6423321840866647,-0.13801036362011954,8898999.999999993
19,15,25,18,30,60,21,5.0,1.0,1.0,0.8,20,55,1.9876914676310864,-0.11798121625423703,27967000.000000015
20,15,20,14,40,55,14,2.0,0.5,1.0,1.0,10,55,0.8093836051300303,-0.12560026193247986,11150000.0
21,15,25,10,25,65,21,3.0,2.0,1.5,1.4,20,55,0.9624501930180372,-0.18401776752728127,11291999.999999985
22,10,20,18,35,60,21,3.5,1.0,2.0,0.8,15,55,1.1754468711436532,-0.1349386100846349,16510999.999999993
23,5,20,14,30,70,14,2.0,2.0,1.0,0.8,10,55,2.020512191406935,-0.11219114606131061,27848000.0
24,15,30,14,25,60,10,2.0,2.0,1.0,1.4,10,55,1.362696142944328,-0.08167826957554307,13787000.0
25,8,40,10,35,50,10,4.0,2.0,2.0,1.2,20,55,1.2657372113096965,-0.12498021212600907,17272999.999999993
26,8,40,10,40,55,21,5.0,1.5,2.0,1.2,5,50,1.0742841715673899,-0.14353893682752733,15238999.99999997
27,5,40,10,45,65,21,2.5,0.5,2.0,1.4,15,55,0.8517183730383836,-0.17810768889873682,10716999.999999978
28,12,20,10,45,70,21,1.5,1.5,1.5,1.0,15,55,0.9096223367839771,-0.14204587088737475,12010000.0
29,15,40,10,25,60,14,1.5,1.5,1.0,1.4,5,45,1.0275919736632524,-0.1387982800800655,10560000.0
30,15,30,18,25,65,14,3.5,1.0,2.0,1.4,15,50,1.172664568616671,-0.16658389019324543,12452000.0
31,15,25,14,30,65,14,1.5,2.0,1.0,1.2,5,55,1.4168549462396958,-0.09417422669144168,17058999.999999985
32,12,20,10,35,70,10,4.0,1.5,2.0,1.2,5,50,0.9300192318700846,-0.175040985422482,12537000.0
33,8,35,18,25,50,21,2.0,0.5,2.0,0.8,10,50,1.0153104277287586,-0.21404695050904443,13589999.999999993
34,5,25,14,30,55,21,5.0,2.0,1.0,0.8,15,55,1.1684582701979864,-0.11289845894025739,17944999.999999985
35,5,25,14,30,70,21,2.0,1.5,2.0,1.4,5,45,0.8495010222334359,-0.12542167457832543,8586000.000000007
36,12,20,10,45,60,10,3.5,1.5,1.5,1.4,20,50,1.4487121758780221,-0.09249323393950906,17338999.999999985
37,10,25,14,35,55,21,3.5,1.5,1.0,0.8,10,45,1.3478255274270654,-0.11541806435582046,20739999.99999997
38,15,25,10,40,50,14,3.5,2.0,1.5,1.0,5,55,0.442332473409476,-0.2369739264460331,5443000.0
39,8,40,10,35,60,14,3.5,0.5,1.5,1.4,15,45,0.7114781418440025,-0.15600323043790365,8343999.999999993
40,15,25,18,35,60,14,2.0,1.0,1.5,1.2,20,50,0.9594105009943206,-0.13771380186282797,10918000.000000007
41,10,20,18,30,70,10,4.5,0.5,2.0,0.8,10,55,2.2247119295891022,-0.07347648649114046,29644000.0
42,10,20,18,35,60,21,3.0,1.5,1.5,1.4,5,45,0.9195654805678094,-0.1127985614323133,10732000.000000007
43,15,20,18,30,70,10,5.0,1.0,1.0,1.2,15,50,2.163490680261471,-0.0989354179761155,25044000.000000015
44,12,20,14,40,70,10,3.0,2.0,1.5,1.2,20,50,1.4847397681232162,-0.09946892760644727,17838000.0
45,10,40,18,30,55,14,2.0,1.5,2.0,1.0,15,45,1.15442411734201,-0.16823402297010676,15816000.0
46,10,40,18,40,70,21,3.5,1.5,2.0,1.0,10,50,1.5321935372674482,-0.11695920136854686,21770000.000000007
47,12,30,14,25,55,14,4.0,1.0,1.5,0.8,5,45,1.299612516130477,-0.17332472927463755,17753999.999999978
48,5,20,14,35,70,10,1.5,2.0,1.0,1.2,10,45,1.5171982532265742,-0.10712473160257618,18520000.0
49,12,40,14,45,65,21,3.0,2.0,1.0,1.0,5,45,1.8804552438181017,-0.08600348943476696,29370000.0
50,5,35,10,45,60,21,2.0,2.0,2.0,1.0,15,45,0.9933923680749519,-0.200999798698249,13802999.999999963
51,10,35,14,45,65,21,2.0,0.5,1.5,1.0,10,45,1.2820437971982082,-0.1440120164720182,18078999.999999993
52,10,25,18,40,60,10,1.5,1.5,1.5,1.4,10,55,0.64496429233806,-0.1578067750851705,7422999.999999985
53,15,40,14,40,60,14,3.0,1.0,1.0,0.8,10,45,1.3820734385885387,-0.12813664462489502,20351000.0
54,10,35,18,45,55,10,2.0,1.5,1.0,1.4,10,55,1.2388157414029295,-0.1345421887696188,15213999.999999985
55,8,35,18,40,50,21,5.0,1.5,1.0,1.0,5,45,1.6036164491697045,-0.10827461399253002,24604000.0
56,12,40,10,30,60,10,3.0,1.5,1.5,1.2,5,45,1.2604325559514933,-0.1831136722019973,18050999.999999993
57,5,35,14,30,60,21,1.5,1.0,1.5,1.4,10,50,0.9661030578019832,-0.16450216450216434,11326999.999999993
58,10,20,10,35,65,21,1.5,2.0,2.0,1.4,5,55,0.46585144407742923,-0.12395695325755991,4875999.999999985
59,5,40,18,45,65,14,3.5,1.5,2.0,1.4,15,45,1.0978005869241956,-0.15855106888361029,14686999.999999985
60,8,20,14,40,60,10,1.5,0.5,2.0,1.0,20,50,0.942088760437824,-0.11660884803833939,12596999.999999985
61,5,40,18,35,65,14,4.5,1.5,1.5,0.8,15,55,1.5939318957374404,-0.10054375856530261,22332000.000000007
62,12,40,10,30,55,14,1.5,1.5,1.5,1.2,15,50,0.6713884964391846,-0.1916551464119642,7820000.0
63,15,25,10,45,60,14,5.0,1.0,1.5,0.8,15,55,1.1678733682209383,-0.1705596021851799,17092000.00000003
64,8,35,14,25,60,14,4.0,2.0,1.0,0.8,10,45,2.001629876043625,-0.10682958000116184,28783000.0
65,5,30,18,40,55,10,4.0,2.0,1.5,0.8,5,55,0.6334784803824636,-0.17352693897568824,8718999.99999997
66,10,35,10,35,65,14,4.0,2.0,1.5,0.8,20,45,0.9106284947219666,-0.1864880331235064,11890000.000000015
67,15,30,10,25,60,14,4.0,1.5,1.0,0.8,15,55,1.8154915043353002,-0.09491246716265267,26640999.99999997
68,8,35,14,45,60,10,5.0,0.5,1.0,0.8,10,55,1.7067999510508307,-0.1283151019123318,27240000.000000015
69,15,30,14,30,65,10,5.0,1.5,1.0,0.8,10,55,1.9082863527130243,-0.08387951471203459,26383999.99999997
70,5,30,14,45,55,21,3.5,0.5,1.5,0.8,10,45,0.6907746329737732,-0.21560505989029444,10100999.999999963
71,15,20,10,25,70,21,3.5,1.5,2.0,0.8,15,55,1.9263200495202937,-0.07807481503970874,26831000.000000015
72,5,20,14,35,50,14,2.0,2.0,1.5,0.8,5,55,0.3852209397867813,-0.17444625437660344,4469999.999999993
73,8,35,10,40,70,10,4.5,1.0,1.0,1.0,20,55,1.9361805304643522,-0.08173583315778386,27256000.0
74,15,30,10,30,55,14,4.0,1.5,1.0,1.0,20,45,1.3841353080502652,-0.10009836166354155,19123999.999999985
75,12,30,18,25,50,14,4.5,0.5,1.5,1.2,20,45,1.5046004483090245,-0.18536796894358637,18189000.0
76,8,35,14,35,50,14,3.5,1.0,1.0,1.4,15,50,1.9875206818285402,-0.12556182070768965,25660999.99999997
77,5,25,10,25,70,10,2.0,1.0,1.5,1.4,20,45,1.1683284725034706,-0.13869521378156294,13281000.000000007
78,5,40,14,30,60,14,1.5,2.0,2.0,1.4,5,50,0.47555861959057527,-0.18836360275428624,5345000.000000007
79,5,30,18,40,70,10,2.0,0.5,1.5,0.8,5,50,1.1612504696249561,-0.15146312472878878,15557000.0
80,8,35,10,40,50,10,3.0,2.0,2.0,1.2,15,45,0.9090907608189258,-0.16764365599691466,11917999.999999978
81,12,30,14,40,55,10,2.0,1.0,1.0,1.0,20,50,1.0267007178959795,-0.13662592666800227,13617999.999999985
82,5,25,18,45,70,14,2.0,0.5,1.5,1.2,10,45,1.2691430657888556,-0.12243224169829646,15790999.999999978
83,12,35,18,30,55,10,4.0,0.5,1.0,1.2,20,45,2.2545204137368717,-0.13373125012191067,28657999.99999997
84,12,20,10,40,60,14,4.5,1.0,1.0,1.0,20,45,1.6684425237012261,-0.09735157652318242,25141999.99999997
85,5,30,18,25,70,21,5.0,1.5,2.0,1.2,5,55,1.431435852888225,-0.11439196426766911,16523000.000000007
86,15,20,18,45,50,21,2.0,0.5,1.0,1.0,15,45,0.7538389540331827,-0.19114550431669847,10511000.0
87,8,40,10,25,60,21,5.0,1.0,2.0,1.0,20,55,1.2524173841586563,-0.14230846571486014,17368999.999999978
88,12,20,14,35,55,21,5.0,0.5,2.0,1.4,15,45,1.2088909456650707,-0.1281055900621116,15209999.999999985
89,5,35,18,25,50,21,5.0,0.5,1.0,0.8,15,55,0.5842068936592467,-0.18636041547847434,7132999.999999978
90,10,20,18,25,50,21,4.0,2.0,1.0,1.4,5,45,0.9388445990915172,-0.1997252570349224,11008000.000000022
91,15,30,14,45,50,10,4.0,1.0,1.5,0.8,10,45,0.9229094085937342,-0.17634131096638897,13393999.999999985
92,10,35,18,40,70,14,2.5,0.5,2.0,0.8,20,45,1.7484271362302493,-0.09972815947977173,24004000.000000007
93,10,20,18,25,55,10,3.0,1.0,1.0,1.2,5,55,1.6218955475662336,-0.16751068863891078,20846000.0
94,8,35,10,30,70,10,4.5,0.5,1.5,0.8,15,45,1.8928127171450542,-0.09239130434782625,27359000.000000045
95,12,40,18,30,60,10,5.0,0.5,1.0,1.2,15,45,2.4247838154670975,-0.09297793296656433,31745000.00000003
96,8,25,18,40,55,21,5.0,2.0,1.0,0.8,15,45,1.05834478523995,-0.11351947862660573,16221999.999999978
97,5,25,18,25,65,14,3.5,1.0,2.0,1.4,15,55,1.5094543608224127,-0.14406116951950648,16315000.0
98,8,40,18,35,70,10,4.0,1.5,1.5,1.0,15,55,1.4079760230655283,-0.1640751450342807,18715000.000000015
99,10,35,14,30,55,21,2.5,1.5,1.5,0.8,10,45,1.3512600738985394,-0.14767319636884843,18927999.999999985
100,8,20,14,40,55,21,3.5,2.0,1.5,1.0,10,55,0.9036542784238407,-0.10815626616596123,13330999.999999985
101,12,35,10,45,65,21,3.0,2.0,2.0,1.0,5,55,1.364637046483118,-0.1110282232997636,21349000.0
102,15,30,18,45,65,21,4.5,0.5,1.5,1.2,10,50,0.5631229327993853,-0.19294708166198316,6867999.999999985
103,15,25,10,30,60,21,2.0,0.5,2.0,1.2,20,45,1.0271956976180137,-0.11900138140903709,11696999.999999993
104,10,30,14,45,65,10,3.0,1.5,1.5,0.8,20,50,1.1790600006884917,-0.14120069916757547,16135999.999999993
105,8,40,14,40,55,14,2.5,1.5,1.5,1.2,15,55,1.0021702434539999,-0.12697468999490427,11912999.999999993
106,12,25,14,30,70,10,2.5,1.5,2.0,1.2,5,55,1.2270989147404963,-0.12506987432972386,15005000.000000007
107,15,35,10,25,50,21,1.5,1.0,1.0,1.4,10,50,1.2434937769642695,-0.13790056677369983,13541999.999999985
108,10,30,10,45,70,14,4.5,1.0,1.0,1.4,5,55,1.492990388160653,-0.09053015500846724,18169000.0
109,8,25,10,30,70,14,2.0,0.5,1.0,1.4,5,50,1.3111546887078678,-0.07585998900065628,13989000.000000007
110,8,30,10,25,50,10,3.0,1.0,1.5,0.8,15,55,0.9696379060542332,-0.17052603141522896,13352999.999999985
111,10,40,10,30,60,14,2.5,0.5,1.0,0.8,20,55,1.7380938357143063,-0.10005964123503258,24931999.99999997
112,5,30,10,45,70,14,3.0,2.0,1.5,0.8,5,55,0.8786357557677454,-0.14365614127801982,12978000.000000022
113,8,35,14,35,70,10,2.0,1.0,1.5,1.2,10,55,1.2818879631063183,-0.16003763746495978,16526000.0
114,10,20,10,35,60,21,3.5,1.0,2.0,1.0,15,50,1.06201585022683,-0.12064309824125093,14808999.999999985
115,10,40,18,45,60,10,5.0,2.0,2.0,1.0,5,55,0.8999211942345949,-0.1694863895762839,13879000.000000007
116,10,30,14,45,70,14,4.5,0.5,2.0,1.4,15,50,0.6470394057643717,-0.15867133657213858,7580000.0
117,15,40,10,25,50,21,2.5,1.5,2.0,1.4,15,45,0.8785397129890568,-0.19526289192098945,10517000.000000007
118,10,40,14,35,50,14,3.0,1.5,2.0,1.0,20,50,0.7998896356133296,-0.13844074523960231,11082999.999999993
119,5,30,10,35,70,10,3.0,1.5,2.0,1.4,20,50,0.4873875124690982,-0.14258094624324968,5225999.999999993
120,10,35,10,35,50,14,1.5,1.0,1.0,1.0,20,50,0.784241506280476,-0.14300201066526788,10287999.999999978
121,5,40,14,40,70,14,4.5,1.5,1.0,1.2,15,50,2.223105839805695,-0.06953939645052137,28370999.99999997
122,8,25,14,35,70,14,4.5,2.0,1.0,1.4,15,55,1.5449747979611732,-0.10549297178745898,18073000.0
123,12,30,14,25,55,10,1.5,0.5,2.0,1.2,5,45,0.8826420611772785,-0.18951048951048954,10899999.999999978
124,8,40,10,35,60,14,5.0,0.5,1.5,0.8,20,50,1.0779609854662144,-0.14828637932418337,14926000.0
125,8,30,18,30,60,21,5.0,2.0,1.5,1.0,15,50,1.378108262483265,-0.12712323371572065,18424000.000000007
126,10,30,10,25,50,10,4.5,1.0,1.0,1.2,15,45,2.2867522117787438,-0.10688295639551977,30140999.99999997
127,5,25,14,45,60,10,3.0,1.5,1.5,1.4,20,50,1.0517536380200483,-0.10535364711890378,12555999.99999997
128,12,40,18,40,70,10,2.0,1.0,1.0,1.0,15,50,1.6637106947473588,-0.11277624964431363,21029000.000000007
129,5,35,18,35,55,10,5.0,2.0,1.5,1.4,15,50,1.410693746780458,-0.14702462106022923,19055999.999999985
130,15,20,14,40,50,21,2.0,1.0,2.0,0.8,5,55,0.42668537355137387,-0.16631893870802666,5188000.000000022
131,15,20,14,45,60,14,2.5,1.5,2.0,1.2,15,55,1.8057378814573088,-0.09538415500860313,24125000.0
132,5,40,14,45,70,21,1.5,0.5,2.0,1.2,20,45,0.8900157038779024,-0.1622580279989433,10592999.999999985
133,10,35,18,40,65,10,3.0,1.5,1.0,1.2,10,55,1.2437963877401776,-0.11922033557721275,15033999.999999985
134,5,35,18,25,65,14,4.5,0.5,1.0,0.8,15,45,2.0023562212429273,-0.11763432881963766,26286000.0
135,10,30,10,45,50,14,4.5,2.0,2.0,1.2,15,45,1.154711908400784,-0.16682773616815644,15261999.999999985
136,12,25,14,45,60,10,4.5,1.5,1.5,1.2,5,55,1.1913808191523594,-0.11741398534565131,16683999.999999985
137,10,30,10,30,70,14,4.0,1.5,1.5,1.4,15,50,0.9042194112297316,-0.16853689181577905,10272000.000000007
138,10,25,14,45,60,14,3.0,2.0,1.5,0.8,5,55,1.0824874599963823,-0.17213190724229363,16670999.999999985
139,12,35,14,25,60,21,3.5,0.5,1.5,1.4,20,45,1.3467096765492712,-0.11963229348427457,15680999.999999993
140,10,20,14,40,65,14,4.0,1.0,2.0,0.8,5,45,1.2175825838049643,-0.1190028741985408,18399999.999999985
141,12,20,14,45,70,10,2.0,1.5,1.0,1.2,20,50,1.581213950789641,-0.09389583019719992,20001000.0
142,10,40,18,25,50,10,5.0,1.0,1.0,0.8,20,50,1.8300793359545295,-0.1151898480815036,24335999.999999993
143,15,25,18,40,55,21,4.5,0.5,2.0,1.4,10,55,0.5224321050023714,-0.21237594113620792,6011999.999999985
144,5,35,18,35,55,14,2.0,1.0,2.0,0.8,20,55,0.9909202502774966,-0.1804105030804207,13730999.99999997
145,15,20,14,30,65,10,3.5,1.5,2.0,1.0,5,50,1.4520947833300497,-0.08888989210419394,20154999.999999985
146,10,20,14,45,50,14,5.0,0.5,1.5,1.2,5,50,0.6490359893341475,-0.13768476407049463,8537999.999999985
147,5,25,10,45,65,10,4.0,2.0,1.0,1.0,10,55,1.2355113957143038,-0.10663553220470907,19025999.999999985
148,15,25,10,30,55,14,3.0,2.0,1.5,0.8,5,55,0.6644224102224966,-0.1675656114835173,8539000.0
149,10,40,14,30,50,14,4.0,1.5,2.0,1.0,20,55,0.8539406937279026,-0.15185870899294782,11813999.999999985
150,10,35,18,35,65,14,1.5,1.0,1.0,0.8,15,55,1.735151394535885,-0.10611104974990947,23950000.000000015
151,8,30,14,45,70,10,3.0,1.5,2.0,1.0,15,55,1.2514270376307775,-0.13985512198455569,16420000.0
152,5,30,14,25,70,21,4.0,1.0,2.0,1.0,10,50,1.397961191146348,-0.1054703434771967,18066000.000000007
153,5,30,18,35,50,21,4.0,2.0,2.0,0.8,5,50,0.5750239616406285,-0.18558384989110394,7592999.999999985
154,5,25,14,40,55,21,4.5,1.0,1.0,1.2,15,50,1.734209633404423,-0.08934160466293069,24526999.99999997
155,8,40,14,45,50,21,4.5,1.5,1.5,0.8,10,55,1.0949413839604607,-0.1529070970411753,16753000.000000007
156,5,40,14,30,50,21,2.0,1.0,1.0,1.4,10,45,1.735108189829988,-0.12740699008028317,20278999.999999993
157,5,35,10,35,55,21,3.0,2.0,1.0,1.2,5,45,1.7157444183886013,-0.11231579594597352,25293999.99999997
158,12,35,10,35,50,14,3.5,1.0,1.5,1.0,15,55,1.3193771883816612,-0.13026955504954146,18294999.999999978
159,15,25,10,40,60,14,5.0,2.0,1.0,1.0,15,55,1.8053379455579963,-0.09683991093002342,26378000.0
160,12,35,10,25,50,21,1.5,2.0,1.0,1.4,5,50,0.9645219125630109,-0.14985515372395133,10559999.999999985
161,12,25,18,30,70,10,4.5,1.0,1.0,1.0,5,55,1.9542807157545437,-0.09771026978009521,24288000.000000007
162,15,25,14,35,50,14,1.5,1.5,1.0,0.8,20,50,0.9571111706649952,-0.13309608540925288,13260000.0
163,8,25,18,45,60,14,4.5,2.0,1.0,1.0,10,55,1.5633715752937498,-0.11199867965010753,24357999.999999978
164,15,40,18,45,55,10,3.0,0.5,2.0,1.2,5,50,0.6481439808655735,-0.18347124751230742,8414999.99999997
165,15,20,18,30,60,10,1.5,0.5,1.5,1.4,20,50,1.18925151983285,-0.09725680241863757,12929999.999999993
166,15,40,14,30,60,14,5.0,1.0,2.0,1.2,5,50,1.3811571621651297,-0.11300520208083217,19119000.000000007
167,8,20,10,40,70,21,3.5,1.5,1.5,1.4,20,45,1.2574924823444764,-0.1099843155791417,14755999.999999993
168,8,25,18,40,50,10,4.0,1.5,2.0,1.0,20,50,0.39188826115549746,-0.1642090875201925,4558999.999999985
169,15,20,18,30,60,21,3.0,0.5,2.0,1.2,10,45,1.6106997668358813,-0.13522164894177094,20518000.000000015
170,8,35,14,30,60,14,1.5,0.5,1.0,0.8,5,45,1.1609095126780045,-0.151585536611482,15768999.999999993
171,12,30,10,30,60,14,2.5,1.5,1.5,1.0,20,55,0.9494734337438355,-0.14322938276932262,11654999.999999985
172,15,40,10,40,65,10,2.5,2.0,1.0,1.4,15,55,0.8265346179518049,-0.1353563927821352,8817000.0
173,12,40,10,25,55,21,2.0,0.5,1.0,0.8,10,50,1.5199948582695815,-0.1314685025532883,21543999.999999993
174,12,35,14,25,65,14,5.0,1.5,1.5,1.2,15,50,1.4336389627283062,-0.11398900921286569,16620999.999999985
175,8,40,14,25,70,21,4.0,1.0,1.5,0.8,20,55,1.9402858616547842,-0.13791354556803995,26763000.000000015
176,10,35,18,30,60,14,5.0,1.0,1.0,1.0,20,50,2.4602382687934288,-0.07259180660638494,34153999.999999985
177,10,35,14,35,70,10,4.5,1.0,2.0,1.0,15,50,1.99097708938109,-0.11137657227180099,29175000.0
178,8,35,10,25,50,14,3.5,2.0,1.0,0.8,5,45,1.306355530275595,-0.13248881642209123,19332999.999999985
179,5,20,18,45,70,21,3.0,1.5,2.0,0.8,20,55,1.897276936423135,-0.10173257067064577,27437000.0
180,8,30,18,35,70,10,1.5,2.0,2.0,0.8,5,50,1.1887084452476366,-0.11566398988059859,14759000.0
181,5,20,18,25,70,21,3.0,1.0,2.0,1.0,5,50,2.297753110114324,-0.0605437034548407,27111000.0
182,12,25,18,45,70,21,2.0,1.0,2.0,1.0,20,55,1.1398527181304177,-0.1100751593568641,14267000.000000007
183,10,40,18,25,60,14,3.0,0.5,2.0,1.0,20,55,1.7663343484645029,-0.13235501338647662,24389000.000000007
184,10,40,10,30,70,14,5.0,1.0,2.0,1.4,20,50,1.2944174215750337,-0.12153784304183138,16223000.000000015
185,12,20,14,25,65,10,4.5,1.5,1.0,1.2,20,50,2.2196028442015545,-0.06734917161613016,25779999.999999985
186,5,35,10,25,50,21,1.5,0.5,2.0,0.8,10,55,1.0234925369552843,-0.14453305891433013,14606999.99999997
187,12,30,14,25,50,10,1.5,1.0,2.0,1.2,20,45,1.5375249193009015,-0.1589673623398495,18781999.999999978
188,15,20,14,35,60,21,5.0,1.5,2.0,1.0,15,55,1.7115179642096645,-0.10754056633789373,24958000.0
189,5,35,14,30,50,21,3.5,2.0,2.0,1.4,5,55,0.7306287318980754,-0.23527539633600542,8707999.999999993
190,8,40,18,25,55,10,2.0,1.5,1.5,1.2,15,55,1.5848230395228238,-0.16411094937087484,20565999.999999993
191,12,20,18,40,65,10,2.5,1.5,1.0,1.0,5,50,1.7175464626794552,-0.08119010794521443,23484000.0
192,8,30,18,25,60,14,4.0,0.5,1.0,0.8,10,45,1.708462004229212,-0.12624091299929646,23189000.000000015
193,12,40,14,45,55,10,2.0,1.0,1.0,1.0,20,50,1.0301398413614875,-0.1673387096774193,13867999.999999985
194,8,40,10,40,55,21,3.0,2.0,1.5,0.8,5,50,0.9331371997604108,-0.1382092005299613,13195999.999999985
195,8,30,18,35,60,10,3.0,1.5,1.0,1.0,15,45,1.491092056837853,-0.08320110382890653,20293999.999999993
196,5,20,18,35,50,10,4.0,1.0,1.0,1.4,15,50,1.7078118270706237,-0.11450815360336651,21041999.999999978
197,12,40,10,40,70,21,5.0,2.0,2.0,1.2,10,45,0.8142715124804368,-0.16893272905003093,10532999.999999993
198,10,30,10,30,55,10,2.5,2.0,1.5,1.4,10,55,1.2698939178842927,-0.1662555397608494,14710000.0
199,12,40,10,35,65,21,4.0,1.5,1.0,1.2,5,50,1.8669294418439297,-0.10316399791633638,26170000.0
200,8,40,10,35,55,14,4.5,1.0,1.5,0.8,20,45,1.0402472027642358,-0.14856778908201085,14260000.0
201,5,20,10,30,65,21,4.5,2.0,1.0,1.2,10,50,2.021250651842394,-0.10249982751880045,29114999.99999997
202,5,40,18,35,60,10,4.5,1.0,1.5,1.2,10,55,1.139303445551962,-0.11731810221302326,15519999.999999978
203,15,25,10,40,65,14,5.0,2.0,1.0,1.2,10,50,1.446675601900337,-0.09769005458660657,18518999.999999978
204,15,35,10,30,70,21,3.0,2.0,1.5,0.8,5,45,1.6523249834348206,-0.11109844815469054,23129000.000000022
205,5,40,14,45,60,21,2.0,0.5,1.5,1.4,10,50,1.3885704835660606,-0.12401325207574934,17952999.999999993
206,8,40,14,25,60,14,2.5,2.0,2.0,0.8,5,45,1.2376142273318773,-0.14442196981484376,17339999.999999985
207,15,30,18,45,70,10,4.0,2.0,2.0,1.0,10,50,1.5767282414280315,-0.10052368626978857,21666000.000000007
208,10,25,10,25,70,10,4.0,0.5,2.0,1.4,5,45,0.6697511987390957,-0.2254298682028454,7553000.000000007
209,10,20,14,40,55,21,2.0,0.5,1.5,1.0,10,50,0.6066518907157817,-0.14181548996021126,7922999.999999985
210,8,40,10,30,60,14,3.0,2.0,1.0,1.0,10,45,1.871300001647902,-0.1045466044201182,27340999.99999997
211,15,20,18,45,65,14,1.5,1.5,1.0,1.0,10,45,1.2779147156945383,-0.11457274097969797,18001000.000000007
212,15,40,14,45,50,14,5.0,2.0,1.5,1.4,15,50,0.38523775898321494,-0.16970881816643818,4202000.0
213,15,20,14,40,60,14,1.5,0.5,2.0,1.2,15,55,1.6256403682694343,-0.09513439165568212,20649000.0
214,10,30,14,40,65,10,2.5,0.5,1.5,1.2,20,45,1.364269037957294,-0.09701701104879716,16099999.999999993
215,5,40,18,35,50,21,3.5,1.0,1.0,1.0,20,55,0.9989260670046811,-0.1252220607235141,13628999.99999997
216,12,30,14,30,55,10,3.0,2.0,1.0,1.2,10,45,1.57800828933831,-0.1570606925954228,19768999.999999978
217,10,20,14,35,55,10,1.5,2.0,1.0,1.0,15,45,0.8470193300857126,-0.11996972645691407,11431999.999999985
218,12,25,14,45,65,14,4.0,0.5,1.0,1.0,5,55,1.3461104851435264,-0.09587241710311403,19282999.999999993
219,5,40,10,30,50,21,4.0,0.5,2.0,1.2,20,45,1.4587415389311873,-0.11791426866590947,19811999.99999997
220,12,35,14,30,65,10,3.0,1.0,2.0,0.8,15,55,1.7912591493368508,-0.1069078696282729,26376999.999999985
221,8,25,14,25,60,21,2.5,1.0,1.0,1.0,10,45,1.4801255892394996,-0.12859037366409248,19654999.999999993
222,15,30,14,25,65,14,5.0,1.0,1.0,0.8,20,45,2.086680266361749,-0.0932163674174747,27306000.0
223,8,35,14,25,50,21,1.5,1.5,1.5,1.4,20,55,1.3552357216363158,-0.17156759043790987,15358999.999999985
224,12,30,10,35,55,10,3.0,1.5,2.0,1.4,5,50,0.08444107927760165,-0.23355843926553668,627999.9999999925
225,12,40,10,45,55,21,5.0,2.0,2.0,1.4,20,55,0.8488034546649599,-0.15962761625987612,10636000.000000022
226,15,30,18,45,65,21,1.5,0.5,2.0,0.8,15,50,0.870527596879912,-0.14685935581373405,11801000.000000007
227,5,30,10,25,65,14,4.5,0.5,2.0,1.2,20,55,1.6744534077690936,-0.11603537183921121,22032999.999999993
228,5,30,10,45,50,10,4.5,1.5,2.0,1.0,20,50,0.5077058992000151,-0.22116998321745424,6461999.999999963
229,8,20,18,40,70,14,3.0,0.5,2.0,1.0,15,50,1.8825989487844517,-0.09839056864673767,23866999.999999985
230,8,25,18,25,65,14,1.5,2.0,1.5,1.4,5,55,0.7462202516036173,-0.15648189972252693,7074000.0
